endpoint,multi_horizon_output,matched_60_day_base,feature_set_id,target_contrast,all_events_denominator,multi_horizon_captured_events,matched_60_day_base_captured_events,multi_horizon_event_coverage,matched_60_day_base_event_coverage,difference_pp,interval_low_pp,interval_high_pp,bootstrap_replicates,bootstrap_seed,evidence_tier
primary_31_60,Final multi-horizon output,Same-predictor 60-day base model,387 numeric predictors plus one ecoregion predictor,Final multi-horizon output versus same-predictor 60-day base model,696,263,274,0.3778735632183908,0.3936781609195402,-1.5804597701149392,-2.698655998705193,0.0,5000,20260804,Feature-matched component comparison
