audit_scope,heldout_lake_fold,rows,multi_horizon_label_equivalence,raw_transformer_hash_identity,raw_model_hash_identity,raw_model_coefficient_max_abs_difference,raw_model_intercept_max_abs_difference,multi_horizon_raw_transformer_joblib_hash,same_feature_raw_transformer_joblib_hash,multi_horizon_raw_model_joblib_hash,same_feature_raw_model_joblib_hash,final_calibrated_projected_multi_horizon_vs_same_feature_raw_score_max_abs_difference,final_calibrated_projected_multi_horizon_vs_same_feature_raw_score_mean_abs_difference,final_calibrated_projected_multi_horizon_vs_same_feature_raw_score_pearson,multi_horizon_score_file_sha256,same_feature_score_file_sha256
outer_2020_fold,0,3014,definitionally_equal_to_observed_stage_ge_1,True,True,0.0,0.0,e7a53f6f7fcb8a592b88969c3434ac22,e7a53f6f7fcb8a592b88969c3434ac22,8d7234c3a4021f80027042666b354ad2,8d7234c3a4021f80027042666b354ad2,0.7003341746586996,0.1715301626787733,0.8468282435886577,4528e854b75b161a7c5a2ee035a8d88dca550ca2e3505647a48347b0b1cc8397,01713b7f6c2f4c0867556e0092fd84cb247ca1aad53cf64dab0ac4a705c179d4
outer_2020_fold,1,2869,definitionally_equal_to_observed_stage_ge_1,True,True,0.0,0.0,8ef369f35e7923c4efd5e56d1a34629c,8ef369f35e7923c4efd5e56d1a34629c,124ac0344489f40b47ba637a65f41d0b,124ac0344489f40b47ba637a65f41d0b,0.6926259249818638,0.1902385072627702,0.8470650383070696,7f8914c8cb32e4d8edfb23fbca1ab9928b75a7be615db212073b55738e5f6e1c,692148de51b78555fb5f91fbb5df474c807620c2bdc347b857a294879983fa73
outer_2020_fold,2,2747,definitionally_equal_to_observed_stage_ge_1,True,True,0.0,0.0,c2e66ad42c42a2ae5c294bebad445864,c2e66ad42c42a2ae5c294bebad445864,05846a122ae3c0599cd0791ef1da48ef,05846a122ae3c0599cd0791ef1da48ef,0.6967983508048448,0.2106800200714817,0.8149567549790027,e6214f0881c27cb31ff1c4e1365ecdf1a56121af5375399b86491e76ca3ec523,84904dcff67a53dd24127e77ecb5765e78ddc43a003855db0b9998775f2cd6f8
outer_2020_fold,3,3280,definitionally_equal_to_observed_stage_ge_1,True,True,0.0,0.0,f867b74acc88f3b488e97981909170bf,f867b74acc88f3b488e97981909170bf,6b8d72a712d82c885fdbf6d96276dcd4,6b8d72a712d82c885fdbf6d96276dcd4,0.6893813988433433,0.207863862134817,0.8345896436967062,f3547754c2f264dd219adba43f3bf4e6c878f714cf00f0974e8d07918731c290,944155e9cc9af0f662a5fcf4bb45ab3c857ec066519f108c8db8c218c442be80
outer_2020_fold,4,2598,definitionally_equal_to_observed_stage_ge_1,True,True,0.0,0.0,cdf27f2d302cc9732f8ffa037a66d91a,cdf27f2d302cc9732f8ffa037a66d91a,d0f4486bd1175d9a6267a61151d10223,d0f4486bd1175d9a6267a61151d10223,0.7044113417905676,0.1876445424940364,0.8368168504878736,64ab60b46e67bba16640e0012d508ab3651a872ce4ffbaca2a1965f2b96bf374,5ff69262cd5ad05ffc264c9bfa03f0aa5f8e2f9b849e6346d87d4a9af79a54ef
