bootstrap_draw,total_event_copies,multi_horizon_captured_events,matched_60_day_base_captured_events,event_coverage_difference
1271,662,224,231,-0.0105740181268882
1272,761,292,297,-0.0065703022339027
1273,703,272,279,-0.0099573257467994
1274,658,238,251,-0.019756838905775
1275,732,271,286,-0.0204918032786885
1276,646,245,262,-0.0263157894736842
1277,828,279,296,-0.0205314009661835
1278,600,237,246,-0.015
1279,682,281,289,-0.0117302052785923
1280,737,275,287,-0.0162822252374491
1281,670,232,243,-0.0164179104477611
1282,601,232,239,-0.0116472545757071
1283,703,282,296,-0.0199146514935988
1284,641,241,251,-0.0156006240249609
1285,722,253,271,-0.0249307479224376
1286,606,240,246,-0.0099009900990099
1287,808,300,307,-0.0086633663366336
1288,710,241,246,-0.0070422535211267
1289,752,294,299,-0.0066489361702127
1290,812,295,295,0.0
1291,711,280,287,-0.0098452883263009
1292,643,224,229,-0.0077760497667185
1293,757,261,274,-0.0171730515191545
1294,672,246,251,-0.0074404761904761
1295,729,277,283,-0.0082304526748971
1296,685,249,260,-0.0160583941605839
1297,652,248,258,-0.0153374233128834
1298,673,240,253,-0.0193164933135215
1299,784,272,293,-0.0267857142857142
1300,768,257,263,-0.0078125
1301,669,278,281,-0.0044843049327354
1302,733,293,303,-0.0136425648021828
1303,673,278,285,-0.0104011887072808
1304,681,244,247,-0.0044052863436123
1305,650,247,246,0.0015384615384615
1306,777,301,310,-0.0115830115830115
1307,883,305,319,-0.015855039637599
1308,690,248,255,-0.0101449275362318
1309,682,270,277,-0.0102639296187683
1310,695,261,274,-0.018705035971223
1311,642,239,254,-0.0233644859813084
1312,793,288,304,-0.0201765447667087
1313,607,228,238,-0.0164744645799011
1314,726,299,303,-0.0055096418732782
1315,627,235,254,-0.0303030303030303
1316,713,251,253,-0.002805049088359
1317,606,252,253,-0.0016501650165016
1318,741,269,280,-0.0148448043184885
1319,730,272,273,-0.0013698630136986
1320,672,249,264,-0.0223214285714285
1321,729,256,267,-0.0150891632373113
1322,677,244,257,-0.0192023633677991
1323,839,295,295,0.0
1324,650,253,259,-0.0092307692307692
1325,674,260,265,-0.0074183976261127
1326,621,231,241,-0.0161030595813204
1327,677,270,278,-0.0118168389955686
1328,736,284,287,-0.0040760869565217
1329,678,265,276,-0.0162241887905604
1330,733,290,302,-0.0163710777626193
1331,681,254,263,-0.013215859030837
1332,700,285,287,-0.0028571428571428
1333,703,261,268,-0.0099573257467994
1334,694,262,264,-0.0028818443804034
1335,717,260,268,-0.0111576011157601
1336,750,270,274,-0.0053333333333333
1337,649,247,263,-0.024653312788906
1338,791,304,315,-0.0139064475347661
1339,595,229,230,-0.0016806722689075
1340,644,238,254,-0.0248447204968944
1341,611,229,236,-0.011456628477905
1342,726,242,257,-0.0206611570247933
1343,769,270,277,-0.0091027308192457
1344,765,290,299,-0.0117647058823529
1345,736,294,304,-0.0135869565217391
1346,728,271,281,-0.0137362637362637
1347,743,280,286,-0.0080753701211305
1348,674,269,278,-0.0133531157270029
1349,697,261,276,-0.0215208034433285
1350,771,291,300,-0.0116731517509727
1351,666,243,252,-0.0135135135135135
1352,728,269,278,-0.0123626373626373
1353,651,264,277,-0.0199692780337941
1354,666,252,255,-0.0045045045045045
1355,605,235,242,-0.0115702479338842
1356,677,268,275,-0.0103397341211226
1357,705,261,270,-0.0127659574468085
1358,652,244,254,-0.0153374233128834
1359,662,249,264,-0.0226586102719033
1360,615,241,254,-0.0211382113821138
1361,679,256,254,0.0029455081001472
1362,683,263,274,-0.0161054172767203
1363,714,249,260,-0.0154061624649859
1364,673,256,273,-0.025260029717682
1365,692,226,234,-0.0115606936416184
1366,578,230,242,-0.0207612456747404
1367,647,259,269,-0.0154559505409582
1368,650,242,254,-0.0184615384615384
1369,626,248,250,-0.0031948881789137
1370,723,272,281,-0.0124481327800829
1371,691,258,262,-0.0057887120115774
1372,654,247,254,-0.010703363914373
1373,687,269,272,-0.0043668122270742
1374,715,262,276,-0.0195804195804195
1375,692,241,254,-0.01878612716763
1376,657,243,252,-0.0136986301369863
1377,603,224,234,-0.0165837479270315
1378,800,307,312,-0.00625
1379,788,269,271,-0.0025380710659898
1380,788,303,310,-0.0088832487309644
1381,678,254,257,-0.0044247787610619
1382,726,265,278,-0.0179063360881542
1383,711,286,292,-0.0084388185654008
1384,659,233,240,-0.0106221547799696
1385,714,300,307,-0.0098039215686274
1386,663,255,270,-0.0226244343891402
1387,760,276,291,-0.0197368421052631
1388,700,242,246,-0.0057142857142857
1389,764,279,297,-0.0235602094240837
1390,635,241,254,-0.0204724409448818
1391,671,236,248,-0.0178837555886736
1392,726,322,329,-0.0096418732782369
1393,775,300,306,-0.0077419354838709
1394,688,288,292,-0.005813953488372
1395,765,278,283,-0.0065359477124183
1396,605,246,251,-0.0082644628099173
1397,718,287,299,-0.0167130919220055
1398,651,254,272,-0.0276497695852534
1399,657,261,263,-0.0030441400304414
1400,692,273,278,-0.0072254335260115
1401,706,250,262,-0.0169971671388102
1402,701,278,280,-0.0028530670470756
1403,644,254,259,-0.0077639751552795
1404,674,230,240,-0.0148367952522255
1405,776,277,294,-0.0219072164948453
1406,711,257,268,-0.0154711673699015
1407,592,233,238,-0.0084459459459459
1408,720,290,299,-0.0125
1409,645,259,266,-0.0108527131782945
1410,715,264,282,-0.0251748251748251
1411,672,275,280,-0.0074404761904761
1412,660,275,289,-0.0212121212121212
1413,705,282,292,-0.0141843971631205
1414,664,256,266,-0.0150602409638554
1415,679,281,285,-0.0058910162002945
1416,745,262,274,-0.0161073825503355
1417,720,287,296,-0.0125
1418,737,272,274,-0.0027137042062415
1419,649,259,259,0.0
1420,691,265,265,0.0
1421,691,256,266,-0.0144717800289435
1422,626,249,252,-0.0047923322683706
1423,700,271,284,-0.0185714285714285
1424,773,265,287,-0.0284605433376455
1425,658,246,252,-0.0091185410334346
1426,722,271,282,-0.0152354570637119
1427,783,295,304,-0.0114942528735632
1428,665,243,249,-0.0090225563909774
1429,750,289,296,-0.0093333333333333
1430,625,234,246,-0.0192
1431,742,286,297,-0.0148247978436657
1432,734,263,281,-0.0245231607629427
1433,633,236,246,-0.0157977883096366
1434,675,265,271,-0.0088888888888888
1435,695,259,258,0.0014388489208633
1436,656,249,264,-0.0228658536585365
1437,606,236,240,-0.0066006600660066
1438,718,279,292,-0.0181058495821727
1439,680,257,267,-0.0147058823529411
1440,740,292,296,-0.0054054054054054
1441,649,234,250,-0.024653312788906
1442,684,284,299,-0.0219298245614035
1443,632,235,244,-0.0142405063291139
1444,738,284,289,-0.0067750677506775
1445,776,302,316,-0.018041237113402
1446,759,268,288,-0.0263504611330698
1447,700,257,266,-0.0128571428571428
1448,674,242,250,-0.0118694362017804
1449,724,281,288,-0.0096685082872928
1450,664,251,259,-0.0120481927710843
1451,660,254,259,-0.0075757575757575
1452,837,300,310,-0.01194743130227
1453,619,260,265,-0.0080775444264943
1454,757,293,306,-0.0171730515191545
1455,728,300,310,-0.0137362637362637
1456,638,253,256,-0.0047021943573667
1457,676,247,254,-0.0103550295857988
1458,707,300,302,-0.0028288543140028
1459,673,259,258,0.0014858841010401
1460,775,310,317,-0.0090322580645161
1461,662,249,255,-0.0090634441087613
1462,709,267,279,-0.0169252468265162
1463,705,286,301,-0.0212765957446808
1464,652,247,256,-0.013803680981595
1465,611,228,248,-0.0327332242225859
1466,678,249,271,-0.0324483775811209
1467,628,220,228,-0.0127388535031847
1468,715,258,265,-0.0097902097902097
1469,670,262,275,-0.0194029850746268
1470,815,292,298,-0.007361963190184
1471,669,237,242,-0.007473841554559
1472,622,232,242,-0.0160771704180064
1473,694,263,275,-0.0172910662824207
1474,671,262,264,-0.0029806259314456
1475,729,270,269,0.0013717421124828
1476,714,272,276,-0.0056022408963585
1477,767,261,263,-0.0026075619295958
1478,774,288,293,-0.0064599483204134
1479,589,247,258,-0.0186757215619694
1480,647,243,246,-0.0046367851622874
1481,741,280,286,-0.0080971659919028
1482,742,286,296,-0.013477088948787
1483,680,235,239,-0.0058823529411764
1484,685,272,288,-0.0233576642335766
1485,651,251,257,-0.0092165898617511
1486,798,275,289,-0.0175438596491228
1487,682,277,294,-0.0249266862170087
1488,669,245,253,-0.0119581464872944
1489,675,264,268,-0.0059259259259259
1490,741,277,286,-0.0121457489878542
1491,639,260,273,-0.0203442879499217
1492,650,235,250,-0.023076923076923
1493,694,262,273,-0.015850144092219
1494,736,283,290,-0.0095108695652173
1495,784,303,311,-0.010204081632653
1496,682,272,283,-0.0161290322580645
1497,683,282,290,-0.0117130307467057
1498,721,295,301,-0.0083217753120665
1499,605,218,230,-0.0198347107438016
1500,621,254,253,0.001610305958132
1501,672,276,286,-0.0148809523809523
1502,678,272,283,-0.0162241887905604
1503,654,256,266,-0.0152905198776758
1504,755,246,258,-0.0158940397350993
1505,696,264,267,-0.0043103448275862
1506,707,281,293,-0.0169731258840169
1507,725,288,297,-0.0124137931034482
1508,714,264,280,-0.0224089635854341
1509,780,275,290,-0.0192307692307692
1510,796,293,300,-0.0087939698492462
1511,595,216,222,-0.0100840336134453
1512,736,279,284,-0.0067934782608695
1513,684,293,301,-0.0116959064327485
1514,683,252,256,-0.0058565153733528
1515,755,271,283,-0.0158940397350993
1516,663,257,257,0.0
1517,598,228,237,-0.0150501672240802
1518,647,257,262,-0.0077279752704791
1519,700,262,274,-0.0171428571428571
1520,636,249,262,-0.020440251572327
1521,681,284,293,-0.013215859030837
1522,698,270,282,-0.0171919770773638
1523,733,253,259,-0.0081855388813096
1524,673,256,273,-0.025260029717682
1525,682,278,285,-0.0102639296187683
1526,645,239,247,-0.0124031007751937
1527,718,280,287,-0.0097493036211699
1528,758,294,294,0.0
1529,721,272,278,-0.0083217753120665
1530,659,266,282,-0.0242792109256449
1531,696,254,267,-0.0186781609195402
1532,757,311,324,-0.0171730515191545
1533,680,269,285,-0.0235294117647058
1534,673,252,261,-0.013372956909361
1535,683,245,255,-0.0146412884333821
1536,799,292,306,-0.0175219023779724
1537,691,276,285,-0.0130246020260492
1538,685,240,256,-0.0233576642335766
1539,727,268,282,-0.0192572214580467
1540,659,255,259,-0.0060698027314112
1541,773,263,284,-0.0271668822768434
1542,727,294,300,-0.0082530949105914
1543,663,274,280,-0.0090497737556561
1544,702,255,261,-0.0085470085470085
1545,720,250,264,-0.0194444444444444
1546,770,284,288,-0.0051948051948051
1547,673,264,275,-0.0163447251114413
1548,733,285,303,-0.024556616643929
1549,591,243,252,-0.015228426395939
1550,673,262,273,-0.0163447251114413
1551,711,256,265,-0.0126582278481012
1552,793,296,305,-0.0113493064312736
1553,660,254,262,-0.0121212121212121
1554,746,268,278,-0.0134048257372654
1555,634,240,250,-0.0157728706624605
1556,705,258,269,-0.0156028368794326
1557,669,248,257,-0.0134529147982062
1558,702,289,292,-0.0042735042735042
1559,685,263,271,-0.0116788321167883
1560,734,286,291,-0.0068119891008174
1561,748,295,305,-0.0133689839572192
1562,580,209,220,-0.0189655172413793
1563,617,238,249,-0.0178282009724473
1564,728,275,279,-0.0054945054945054
1565,681,270,279,-0.013215859030837
1566,714,259,264,-0.0070028011204481
1567,703,272,277,-0.0071123755334281
1568,827,294,302,-0.0096735187424425
1569,681,262,276,-0.0205580029368575
1570,669,260,264,-0.0059790732436472
1571,632,253,256,-0.0047468354430379
1572,723,268,273,-0.0069156293222683
1573,697,282,291,-0.0129124820659971
1574,752,269,276,-0.0093085106382978
1575,691,250,257,-0.0101302460202604
1576,617,233,241,-0.012965964343598
1577,693,270,282,-0.0173160173160173
1578,728,278,288,-0.0137362637362637
1579,662,262,266,-0.0060422960725075
1580,796,280,287,-0.0087939698492462
1581,715,259,263,-0.0055944055944055
1582,725,283,293,-0.0137931034482758
1583,739,290,305,-0.020297699594046
1584,736,280,288,-0.0108695652173913
1585,686,250,268,-0.0262390670553935
1586,822,330,341,-0.0133819951338199
1587,743,272,274,-0.0026917900403768
1588,653,252,258,-0.009188361408882
1589,654,244,248,-0.0061162079510703
1590,690,257,261,-0.0057971014492753
1591,619,252,259,-0.011308562197092
1592,631,223,233,-0.0158478605388272
1593,686,288,296,-0.0116618075801749
1594,680,248,259,-0.0161764705882352
1595,671,252,268,-0.0238450074515648
1596,650,258,266,-0.0123076923076923
1597,660,250,261,-0.0166666666666666
1598,753,292,295,-0.0039840637450199
1599,823,302,316,-0.017010935601458
1600,676,270,274,-0.0059171597633136
1601,676,273,277,-0.0059171597633136
1602,665,265,276,-0.0165413533834586
1603,663,248,261,-0.0196078431372549
1604,733,294,300,-0.0081855388813096
1605,692,276,287,-0.0158959537572254
1606,626,265,274,-0.0143769968051118
1607,624,255,259,-0.0064102564102564
1608,659,245,254,-0.0136570561456752
1609,707,270,283,-0.0183875530410183
1610,708,263,267,-0.0056497175141242
1611,709,289,296,-0.0098730606488011
1612,736,281,282,-0.0013586956521739
1613,627,242,256,-0.0223285486443381
1614,702,272,274,-0.0028490028490028
1615,663,253,258,-0.0075414781297134
1616,641,235,240,-0.0078003120124804
1617,673,246,250,-0.0059435364041604
1618,620,246,257,-0.0177419354838709
1619,782,297,312,-0.0191815856777493
1620,748,280,284,-0.0053475935828877
1621,567,214,221,-0.0123456790123456
1622,655,249,262,-0.0198473282442748
1623,743,271,287,-0.0215343203230148
1624,688,289,299,-0.0145348837209302
1625,696,252,265,-0.0186781609195402
1626,686,265,276,-0.0160349854227405
1627,698,271,271,0.0
1628,787,294,295,-0.0012706480304955
1629,735,278,283,-0.0068027210884353
1630,664,250,257,-0.0105421686746987
1631,698,272,286,-0.0200573065902578
1632,645,246,257,-0.0170542635658914
1633,712,277,285,-0.0112359550561797
1634,747,287,296,-0.0120481927710843
1635,732,287,301,-0.0191256830601092
1636,709,275,284,-0.0126939351198871
1637,691,267,281,-0.0202604920405209
1638,677,259,267,-0.0118168389955686
1639,765,274,282,-0.0104575163398692
1640,803,306,316,-0.012453300124533
1641,706,254,262,-0.0113314447592068
1642,726,296,304,-0.0110192837465564
1643,693,274,284,-0.0144300144300144
1644,641,286,298,-0.0187207488299532
1645,790,282,291,-0.0113924050632911
1646,662,238,258,-0.0302114803625377
1647,645,260,262,-0.0031007751937984
1648,644,246,251,-0.0077639751552795
1649,628,241,244,-0.0047770700636942
1650,729,273,290,-0.0233196159122085
1651,785,275,289,-0.0178343949044585
1652,691,271,281,-0.0144717800289435
1653,662,268,271,-0.0045317220543806
1654,653,253,258,-0.007656967840735
1655,735,288,293,-0.0068027210884353
1656,584,216,223,-0.011986301369863
1657,667,251,266,-0.0224887556221889
1658,766,300,299,0.0013054830287206
1659,760,288,294,-0.0078947368421052
1660,662,247,266,-0.0287009063444108
1661,697,270,278,-0.0114777618364418
1662,712,262,271,-0.0126404494382022
1663,753,290,291,-0.0013280212483399
1664,701,277,285,-0.0114122681883024
1665,710,282,287,-0.0070422535211267
1666,736,272,277,-0.0067934782608695
1667,750,268,274,-0.008
1668,658,244,256,-0.0182370820668693
1669,789,290,300,-0.0126742712294043
1670,689,246,253,-0.0101596516690856
1671,692,271,281,-0.0144508670520231
1672,666,260,260,0.0
1673,704,241,254,-0.018465909090909
1674,707,256,261,-0.007072135785007
1675,748,297,301,-0.0053475935828877
1676,645,240,244,-0.0062015503875968
1677,702,271,280,-0.0128205128205128
1678,723,274,292,-0.0248962655601659
1679,733,289,306,-0.0231923601637107
1680,762,255,266,-0.0144356955380577
1681,637,269,271,-0.0031397174254317
1682,734,278,298,-0.0272479564032697
1683,657,263,267,-0.0060882800608828
1684,698,252,268,-0.0229226361031518
1685,719,287,293,-0.0083449235048678
1686,705,278,286,-0.0113475177304964
1687,720,251,264,-0.0180555555555555
1688,674,275,287,-0.0178041543026706
1689,720,260,272,-0.0166666666666666
1690,693,281,285,-0.0057720057720057
1691,635,255,262,-0.011023622047244
1692,758,299,303,-0.0052770448548812
1693,747,274,288,-0.0187416331994645
1694,619,232,243,-0.0177705977382875
1695,652,263,272,-0.013803680981595
1696,678,256,270,-0.0206489675516224
1697,657,263,266,-0.0045662100456621
1698,821,307,316,-0.0109622411693057
1699,711,263,272,-0.0126582278481012
1700,715,291,302,-0.0153846153846153
1701,758,257,260,-0.0039577836411609
1702,654,261,265,-0.0061162079510703
1703,752,266,278,-0.0159574468085106
1704,678,255,268,-0.0191740412979351
1705,648,237,246,-0.0138888888888888
1706,693,249,255,-0.0086580086580086
1707,814,302,314,-0.0147420147420147
1708,620,243,247,-0.0064516129032258
1709,659,227,234,-0.0106221547799696
1710,678,242,256,-0.0206489675516224
1711,690,285,285,0.0
1712,712,283,285,-0.0028089887640449
1713,661,267,280,-0.0196671709531013
1714,659,254,266,-0.0182094081942336
1715,666,244,250,-0.009009009009009
1716,758,282,301,-0.025065963060686
1717,706,256,269,-0.018413597733711
1718,730,280,295,-0.0205479452054794
1719,710,271,285,-0.0197183098591549
1720,821,292,304,-0.0146163215590742
1721,760,284,294,-0.0131578947368421
1722,657,227,244,-0.0258751902587519
1723,615,235,239,-0.0065040650406504
1724,779,286,301,-0.0192554557124518
1725,639,238,241,-0.0046948356807511
1726,705,251,264,-0.0184397163120567
1727,682,245,242,0.0043988269794721
1728,690,262,268,-0.008695652173913
1729,701,267,278,-0.0156918687589158
1730,704,251,260,-0.0127840909090909
1731,636,264,273,-0.0141509433962264
1732,712,250,262,-0.0168539325842696
1733,695,266,276,-0.014388489208633
1734,679,241,248,-0.0103092783505154
1735,764,271,271,0.0
1736,707,269,284,-0.0212164073550212
1737,662,230,239,-0.0135951661631419
1738,657,233,236,-0.0045662100456621
1739,655,246,256,-0.015267175572519
1740,635,242,253,-0.0173228346456692
1741,725,263,279,-0.0220689655172413
1742,714,272,285,-0.0182072829131652
1743,654,238,249,-0.0168195718654434
1744,784,282,300,-0.0229591836734693
1745,711,274,283,-0.0126582278481012
1746,689,289,295,-0.0087082728592162
1747,694,260,266,-0.0086455331412103
1748,669,254,264,-0.014947683109118
1749,697,252,257,-0.0071736011477761
1750,648,220,234,-0.0216049382716049
1751,673,252,264,-0.0178306092124814
1752,786,304,303,0.0012722646310432
1753,656,263,269,-0.0091463414634146
1754,732,290,300,-0.0136612021857923
1755,772,297,307,-0.0129533678756476
1756,739,262,282,-0.027063599458728
1757,707,271,280,-0.0127298444130127
1758,686,266,272,-0.0087463556851311
1759,691,267,268,-0.0014471780028943
1760,687,276,281,-0.007278020378457
1761,670,242,253,-0.0164179104477611
1762,809,300,318,-0.0222496909765142
1763,793,302,302,0.0
1764,810,277,288,-0.0135802469135802
1765,716,276,284,-0.0111731843575419
1766,734,283,299,-0.0217983651226158
1767,625,209,214,-0.008
1768,677,247,255,-0.0118168389955686
1769,696,264,270,-0.0086206896551724
1770,694,273,271,0.0028818443804034
1771,705,262,264,-0.0028368794326241
1772,678,262,272,-0.0147492625368731
1773,669,273,283,-0.014947683109118
1774,686,257,265,-0.0116618075801749
1775,778,292,301,-0.0115681233933161
1776,743,274,283,-0.0121130551816958
1777,710,271,278,-0.0098591549295774
1778,780,285,295,-0.0128205128205128
1779,771,293,306,-0.0168612191958495
1780,674,237,251,-0.0207715133531157
1781,704,273,274,-0.0014204545454545
1782,756,271,283,-0.0158730158730158
1783,723,279,292,-0.0179806362378976
1784,697,275,282,-0.0100430416068866
1785,624,242,248,-0.0096153846153846
1786,759,298,305,-0.0092226613965744
1787,732,281,295,-0.0191256830601092
1788,697,260,259,0.0014347202295552
1789,728,286,299,-0.0178571428571428
1790,668,266,274,-0.0119760479041916
1791,668,269,281,-0.0179640718562874
1792,715,272,287,-0.0209790209790209
1793,747,288,296,-0.0107095046854083
1794,751,292,306,-0.0186418109187749
1795,673,252,249,0.0044576523031203
1796,592,211,222,-0.018581081081081
1797,774,269,279,-0.0129198966408268
1798,725,274,283,-0.0124137931034482
1799,683,258,266,-0.0117130307467057
1800,786,287,302,-0.0190839694656488
1801,732,263,277,-0.0191256830601092
1802,799,321,331,-0.0125156445556946
1803,715,270,277,-0.0097902097902097
1804,783,293,307,-0.0178799489144316
1805,643,224,234,-0.015552099533437
1806,634,244,252,-0.0126182965299684
1807,674,253,261,-0.0118694362017804
1808,849,331,336,-0.005889281507656
1809,687,248,253,-0.007278020378457
1810,722,261,275,-0.0193905817174515
1811,661,257,265,-0.0121028744326777
1812,706,271,283,-0.0169971671388102
1813,736,279,291,-0.0163043478260869
1814,688,258,265,-0.0101744186046511
1815,721,292,301,-0.0124826629680998
1816,703,274,274,0.0
1817,705,274,288,-0.0198581560283687
1818,693,269,271,-0.0028860028860028
1819,667,257,263,-0.0089955022488755
1820,742,257,267,-0.013477088948787
1821,690,265,273,-0.0115942028985507
1822,725,270,287,-0.0234482758620689
1823,717,265,268,-0.00418410041841
1824,724,299,308,-0.0124309392265193
1825,639,252,258,-0.0093896713615023
1826,734,279,285,-0.0081743869209809
1827,691,267,278,-0.0159189580318379
1828,739,294,298,-0.0054127198917456
1829,604,209,217,-0.0132450331125827
1830,623,227,239,-0.0192616372391653
1831,678,247,257,-0.0147492625368731
1832,666,277,282,-0.0075075075075075
1833,754,284,290,-0.0079575596816976
1834,705,270,288,-0.025531914893617
1835,778,290,289,0.0012853470437017
1836,749,292,307,-0.0200267022696929
1837,717,271,278,-0.00976290097629
1838,700,234,243,-0.0128571428571428
1839,628,253,271,-0.0286624203821656
1840,721,293,305,-0.0166435506241331
1841,659,222,232,-0.015174506828528
1842,678,266,276,-0.0147492625368731
1843,736,274,285,-0.014945652173913
1844,654,253,260,-0.010703363914373
1845,698,267,286,-0.0272206303724928
1846,758,269,278,-0.0118733509234828
1847,671,241,252,-0.0163934426229508
1848,781,274,284,-0.0128040973111395
1849,670,265,272,-0.0104477611940298
1850,707,265,273,-0.0113154172560113
1851,740,284,291,-0.0094594594594594
1852,693,264,276,-0.0173160173160173
1853,685,279,288,-0.0131386861313868
1854,701,284,281,0.0042796005706134
1855,739,279,289,-0.013531799729364
1856,720,264,276,-0.0166666666666666
1857,651,224,230,-0.0092165898617511
1858,691,259,276,-0.024602026049204
1859,677,261,269,-0.0118168389955686
1860,698,251,251,0.0
1861,710,266,277,-0.0154929577464788
1862,634,251,256,-0.0078864353312302
1863,854,331,341,-0.0117096018735363
1864,683,271,270,0.0014641288433382
1865,677,261,275,-0.0206794682422452
1866,719,264,272,-0.0111265646731571
1867,751,260,265,-0.0066577896138482
1868,674,270,281,-0.016320474777448
1869,722,264,269,-0.0069252077562326
1870,689,263,278,-0.0217706821480406
1871,727,268,273,-0.0068775790921595
1872,675,249,263,-0.0207407407407407
1873,660,236,248,-0.0181818181818181
1874,738,291,294,-0.0040650406504065
1875,635,251,254,-0.0047244094488188
1876,706,287,289,-0.0028328611898017
1877,707,280,291,-0.0155586987270155
1878,686,267,276,-0.0131195335276967
1879,637,246,259,-0.0204081632653061
1880,637,245,254,-0.0141287284144427
1881,662,280,287,-0.0105740181268882
1882,640,233,253,-0.03125
1883,710,274,286,-0.0169014084507042
1884,682,246,261,-0.0219941348973607
1885,702,267,265,0.0028490028490028
1886,741,273,287,-0.0188933873144399
1887,675,243,249,-0.0088888888888888
1888,763,303,313,-0.0131061598951507
1889,726,266,277,-0.0151515151515151
1890,746,245,254,-0.0120643431635388
1891,704,263,280,-0.0241477272727272
1892,661,266,273,-0.010590015128593
1893,679,244,252,-0.0117820324005891
1894,692,244,260,-0.0231213872832369
1895,774,292,307,-0.0193798449612403
1896,753,289,297,-0.0106241699867197
1897,699,269,278,-0.0128755364806866
1898,646,248,256,-0.0123839009287925
1899,647,235,243,-0.0123647604327666
1900,715,268,279,-0.0153846153846153
1901,685,247,245,0.002919708029197
1902,722,248,268,-0.0277008310249307
1903,735,283,298,-0.0204081632653061
1904,703,265,275,-0.0142247510668563
1905,698,259,269,-0.0143266475644699
1906,709,270,280,-0.0141043723554301
1907,720,252,263,-0.0152777777777777
1908,707,266,281,-0.0212164073550212
1909,688,238,244,-0.0087209302325581
1910,790,293,306,-0.0164556962025316
1911,618,242,252,-0.0161812297734627
1912,675,266,270,-0.0059259259259259
1913,648,247,257,-0.015432098765432
1914,736,279,282,-0.0040760869565217
1915,725,285,297,-0.016551724137931
1916,640,248,255,-0.0109375
1917,691,242,249,-0.0101302460202604
1918,715,261,281,-0.0279720279720279
1919,704,247,246,0.0014204545454545
1920,694,268,278,-0.0144092219020172
1921,681,262,272,-0.0146842878120411
1922,622,252,255,-0.0048231511254019
1923,707,290,295,-0.007072135785007
1924,715,250,249,0.0013986013986013
1925,681,278,289,-0.0161527165932452
1926,672,247,265,-0.0267857142857142
1927,710,274,283,-0.0126760563380281
1928,722,280,294,-0.0193905817174515
1929,658,259,269,-0.0151975683890577
1930,702,270,275,-0.0071225071225071
1931,691,241,245,-0.0057887120115774
1932,633,249,263,-0.0221169036334913
1933,568,236,239,-0.005281690140845
1934,734,285,290,-0.0068119891008174
1935,651,255,267,-0.0184331797235023
1936,685,255,270,-0.0218978102189781
1937,607,245,244,0.0016474464579901
1938,663,230,239,-0.0135746606334841
1939,605,238,245,-0.0115702479338842
1940,639,246,254,-0.0125195618153364
1941,715,270,286,-0.0223776223776223
1942,620,239,246,-0.0112903225806451
1943,678,255,268,-0.0191740412979351
1944,701,282,285,-0.0042796005706134
1945,741,284,291,-0.0094466936572199
1946,678,251,264,-0.0191740412979351
1947,801,322,330,-0.0099875156054931
1948,688,271,280,-0.0130813953488372
1949,603,235,240,-0.0082918739635157
1950,722,243,249,-0.0083102493074792
1951,639,249,259,-0.0156494522691705
1952,662,255,263,-0.0120845921450151
1953,809,299,311,-0.0148331273176761
1954,729,263,275,-0.0164609053497942
1955,704,266,282,-0.0227272727272727
1956,675,253,267,-0.0207407407407407
1957,648,251,255,-0.0061728395061728
1958,669,242,248,-0.0089686098654708
1959,644,230,237,-0.0108695652173913
1960,661,241,250,-0.0136157337367624
1961,631,227,243,-0.0253565768621236
1962,671,245,260,-0.022354694485842
1963,840,310,320,-0.0119047619047619
1964,729,273,276,-0.0041152263374485
1965,698,259,264,-0.0071633237822349
1966,719,266,277,-0.015299026425591
1967,627,244,259,-0.0239234449760765
1968,679,252,261,-0.0132547864506627
1969,742,265,273,-0.0107816711590296
1970,644,247,261,-0.0217391304347826
1971,670,264,279,-0.0223880597014925
1972,687,254,266,-0.0174672489082969
1973,699,266,275,-0.0128755364806866
1974,796,287,292,-0.0062814070351758
1975,789,306,313,-0.008871989860583
1976,700,250,256,-0.0085714285714285
1977,826,302,318,-0.0193704600484261
1978,754,285,300,-0.019893899204244
1979,725,270,276,-0.0082758620689655
1980,661,259,267,-0.0121028744326777
1981,666,256,264,-0.012012012012012
1982,667,236,245,-0.0134932533733133
1983,721,289,301,-0.0166435506241331
1984,644,240,248,-0.0124223602484472
1985,732,276,282,-0.0081967213114754
1986,673,269,281,-0.0178306092124814
1987,677,281,284,-0.0044313146233382
1988,704,243,259,-0.0227272727272727
1989,676,263,276,-0.0192307692307692
1990,657,265,268,-0.0045662100456621
1991,695,248,255,-0.0100719424460431
1992,695,247,254,-0.0100719424460431
1993,805,329,334,-0.0062111801242236
1994,692,273,288,-0.0216763005780346
1995,748,293,310,-0.0227272727272727
1996,762,275,278,-0.0039370078740157
1997,573,226,230,-0.0069808027923211
1998,652,256,254,0.0030674846625766
1999,786,270,284,-0.0178117048346055
2000,760,288,286,0.0026315789473684
2001,764,300,310,-0.013089005235602
2002,663,267,274,-0.0105580693815987
2003,710,243,248,-0.0070422535211267
2004,611,248,250,-0.0032733224222585
2005,724,289,309,-0.0276243093922651
2006,692,254,266,-0.0173410404624277
2007,668,258,261,-0.0044910179640718
2008,591,240,247,-0.0118443316412859
2009,784,297,319,-0.0280612244897959
2010,769,280,300,-0.0260078023407022
2011,695,273,279,-0.0086330935251798
2012,750,272,293,-0.028
2013,799,290,303,-0.016270337922403
2014,607,201,216,-0.0247116968698517
2015,690,272,290,-0.0260869565217391
