bootstrap_draw,total_event_copies,multi_horizon_captured_events,matched_60_day_base_captured_events,event_coverage_difference
2519,772,279,297,-0.0233160621761658
2520,689,258,274,-0.02322206095791
2521,708,264,269,-0.0070621468926553
2522,698,261,269,-0.0114613180515759
2523,735,285,290,-0.0068027210884353
2524,708,273,282,-0.0127118644067796
2525,793,300,308,-0.0100882723833543
2526,706,274,285,-0.0155807365439093
2527,703,278,283,-0.0071123755334281
2528,633,245,254,-0.0142180094786729
2529,733,276,286,-0.0136425648021828
2530,736,271,283,-0.0163043478260869
2531,651,242,265,-0.0353302611367127
2532,701,274,287,-0.0185449358059914
2533,612,239,247,-0.0130718954248366
2534,676,268,276,-0.0118343195266272
2535,618,237,251,-0.0226537216828478
2536,651,262,270,-0.0122887864823348
2537,790,308,305,0.0037974683544303
2538,694,258,261,-0.0043227665706051
2539,705,275,288,-0.0184397163120567
2540,654,252,265,-0.0198776758409785
2541,723,275,290,-0.0207468879668049
2542,636,244,253,-0.0141509433962264
2543,697,252,257,-0.0071736011477761
2544,727,272,278,-0.0082530949105914
2545,754,288,303,-0.019893899204244
2546,768,282,291,-0.01171875
2547,724,270,278,-0.011049723756906
2548,702,273,275,-0.0028490028490028
2549,697,260,274,-0.0200860832137733
2550,589,222,232,-0.0169779286926994
2551,789,312,321,-0.0114068441064638
2552,656,242,250,-0.0121951219512195
2553,686,245,259,-0.0204081632653061
2554,770,312,327,-0.0194805194805194
2555,690,269,273,-0.0057971014492753
2556,705,266,275,-0.0127659574468085
2557,708,283,299,-0.0225988700564971
2558,664,254,272,-0.0271084337349397
2559,728,260,264,-0.0054945054945054
2560,664,233,238,-0.0075301204819277
2561,752,291,299,-0.0106382978723404
2562,624,232,250,-0.0288461538461538
2563,633,245,252,-0.0110584518167456
2564,667,259,272,-0.0194902548725637
2565,769,305,320,-0.0195058517555266
2566,762,295,305,-0.0131233595800524
2567,636,255,274,-0.0298742138364779
2568,780,293,300,-0.0089743589743589
2569,763,295,314,-0.0249017038007863
2570,714,285,285,0.0
2571,648,244,256,-0.0185185185185185
2572,665,258,272,-0.0210526315789473
2573,643,254,264,-0.015552099533437
2574,698,249,270,-0.0300859598853868
2575,789,291,304,-0.0164765525982256
2576,742,275,286,-0.0148247978436657
2577,779,287,297,-0.0128369704749679
2578,654,250,258,-0.0122324159021406
2579,703,265,275,-0.0142247510668563
2580,652,247,256,-0.013803680981595
2581,678,267,283,-0.023598820058997
2582,681,274,278,-0.0058737151248164
2583,767,308,327,-0.0247718383311603
2584,772,279,292,-0.0168393782383419
2585,637,284,291,-0.0109890109890109
2586,712,256,270,-0.0196629213483146
2587,681,269,274,-0.0073421439060205
2588,805,306,316,-0.0124223602484472
2589,672,252,269,-0.025297619047619
2590,659,255,259,-0.0060698027314112
2591,613,239,246,-0.0114192495921696
2592,760,289,302,-0.0171052631578947
2593,642,254,257,-0.0046728971962616
2594,817,321,323,-0.0024479804161566
2595,651,245,252,-0.010752688172043
2596,655,250,254,-0.0061068702290076
2597,788,312,322,-0.0126903553299492
2598,702,286,293,-0.0099715099715099
2599,743,280,286,-0.0080753701211305
2600,747,295,303,-0.0107095046854083
2601,681,267,272,-0.0073421439060205
2602,629,225,238,-0.0206677265500794
2603,647,271,276,-0.0077279752704791
2604,718,279,293,-0.0194986072423398
2605,647,228,228,0.0
2606,660,286,292,-0.009090909090909
2607,661,267,272,-0.0075642965204236
2608,673,236,246,-0.0148588410104011
2609,691,263,272,-0.0130246020260492
2610,711,271,283,-0.0168776371308016
2611,701,271,272,-0.0014265335235378
2612,684,272,283,-0.0160818713450292
2613,709,272,283,-0.0155148095909732
2614,732,274,279,-0.0068306010928961
2615,671,256,267,-0.0163934426229508
2616,745,277,281,-0.0053691275167785
2617,646,246,253,-0.0108359133126934
2618,753,256,275,-0.0252324037184594
2619,698,271,277,-0.0085959885386819
2620,664,272,282,-0.0150602409638554
2621,700,262,279,-0.0242857142857142
2622,784,300,314,-0.0178571428571428
2623,778,290,299,-0.0115681233933161
2624,667,243,254,-0.0164917541229385
2625,679,254,265,-0.01620029455081
2626,695,277,284,-0.0100719424460431
2627,644,271,281,-0.015527950310559
2628,689,250,261,-0.0159651669085631
2629,671,274,270,0.0059612518628912
2630,682,267,277,-0.0146627565982404
2631,597,238,249,-0.0184254606365159
2632,726,260,264,-0.0055096418732782
2633,741,278,281,-0.0040485829959514
2634,692,252,265,-0.01878612716763
2635,731,283,297,-0.0191518467852257
2636,752,285,294,-0.0119680851063829
2637,722,280,288,-0.0110803324099723
2638,708,233,252,-0.0268361581920903
2639,638,237,247,-0.0156739811912225
2640,727,299,298,0.0013755158184319
2641,699,277,282,-0.0071530758226037
2642,689,278,287,-0.0130624092888243
2643,719,293,308,-0.0208623087621696
2644,681,244,257,-0.0190895741556534
2645,776,277,296,-0.0244845360824742
2646,693,278,284,-0.0086580086580086
2647,688,261,265,-0.005813953488372
2648,699,259,269,-0.0143061516452074
2649,642,244,253,-0.014018691588785
2650,684,262,273,-0.0160818713450292
2651,702,267,283,-0.0227920227920227
2652,721,265,271,-0.0083217753120665
2653,688,262,275,-0.0188953488372093
2654,794,279,288,-0.0113350125944584
2655,729,258,273,-0.0205761316872428
2656,745,283,289,-0.0080536912751677
2657,737,286,302,-0.0217096336499321
2658,701,263,282,-0.0271041369472182
2659,697,286,290,-0.0057388809182209
2660,691,269,279,-0.0144717800289435
2661,622,208,218,-0.0160771704180064
2662,601,242,252,-0.016638935108153
2663,711,240,252,-0.0168776371308016
2664,839,288,303,-0.0178784266984505
2665,682,281,290,-0.0131964809384164
2666,664,241,252,-0.0165662650602409
2667,705,273,281,-0.0113475177304964
2668,645,252,261,-0.013953488372093
2669,696,260,275,-0.021551724137931
2670,679,245,247,-0.0029455081001472
2671,645,247,263,-0.0248062015503875
2672,662,263,278,-0.0226586102719033
2673,669,266,274,-0.0119581464872944
2674,696,286,288,-0.0028735632183908
2675,629,238,246,-0.012718600953895
2676,684,280,283,-0.0043859649122807
2677,706,275,283,-0.0113314447592068
2678,812,282,300,-0.022167487684729
2679,676,237,244,-0.0103550295857988
2680,629,211,223,-0.0190779014308426
2681,728,281,290,-0.0123626373626373
2682,703,254,266,-0.0170697012802275
2683,624,255,255,0.0
2684,654,272,284,-0.018348623853211
2685,675,240,251,-0.0162962962962962
2686,659,270,279,-0.0136570561456752
2687,724,275,284,-0.0124309392265193
2688,697,262,273,-0.0157819225251076
2689,765,255,266,-0.0143790849673202
2690,710,277,276,0.0014084507042253
2691,687,271,279,-0.0116448326055312
2692,667,271,273,-0.0029985007496251
2693,716,286,295,-0.0125698324022346
2694,707,256,265,-0.0127298444130127
2695,635,240,243,-0.0047244094488188
2696,718,270,281,-0.0153203342618384
2697,636,253,259,-0.0094339622641509
2698,738,275,293,-0.024390243902439
2699,765,279,287,-0.0104575163398692
2700,754,298,302,-0.0053050397877984
2701,627,218,221,-0.0047846889952153
2702,757,306,311,-0.0066050198150594
2703,655,257,267,-0.015267175572519
2704,706,252,259,-0.0099150141643059
2705,640,244,254,-0.015625
2706,645,234,240,-0.0093023255813953
2707,609,221,227,-0.0098522167487684
2708,715,280,289,-0.0125874125874125
2709,665,257,271,-0.0210526315789473
2710,743,270,284,-0.0188425302826379
2711,672,269,280,-0.0163690476190476
2712,728,273,286,-0.0178571428571428
2713,681,250,273,-0.0337738619676945
2714,684,257,265,-0.0116959064327485
2715,667,239,249,-0.0149925037481259
2716,682,264,273,-0.0131964809384164
2717,727,277,290,-0.0178817056396148
2718,679,260,268,-0.0117820324005891
2719,706,267,271,-0.0056657223796034
2720,668,256,261,-0.0074850299401197
2721,707,268,277,-0.0127298444130127
2722,692,266,270,-0.0057803468208092
2723,722,265,289,-0.0332409972299169
2724,780,310,321,-0.0141025641025641
2725,631,240,241,-0.0015847860538827
2726,680,238,250,-0.0176470588235294
2727,653,220,226,-0.009188361408882
2728,727,261,264,-0.0041265474552957
2729,662,277,280,-0.0045317220543806
2730,639,254,279,-0.0391236306729264
2731,660,257,272,-0.0227272727272727
2732,787,309,314,-0.0063532401524777
2733,642,249,253,-0.0062305295950155
2734,705,283,292,-0.0127659574468085
2735,796,279,282,-0.0037688442211055
2736,739,287,287,0.0
2737,727,281,281,0.0
2738,718,268,284,-0.022284122562674
2739,681,247,255,-0.0117474302496328
2740,729,276,288,-0.0164609053497942
2741,765,292,310,-0.0235294117647058
2742,622,248,255,-0.0112540192926045
2743,671,272,288,-0.0238450074515648
2744,728,289,300,-0.0151098901098901
2745,719,279,292,-0.0180806675938803
2746,636,237,238,-0.0015723270440251
2747,670,255,266,-0.0164179104477611
2748,685,265,277,-0.0175182481751824
2749,726,279,289,-0.0137741046831955
2750,567,238,242,-0.0070546737213403
2751,714,290,304,-0.0196078431372549
2752,654,255,259,-0.0061162079510703
2753,704,278,276,0.002840909090909
2754,703,270,276,-0.0085348506401137
2755,693,262,270,-0.0115440115440115
2756,684,266,274,-0.0116959064327485
2757,825,303,311,-0.0096969696969696
2758,682,243,254,-0.0161290322580645
2759,671,241,263,-0.0327868852459016
2760,673,253,271,-0.0267459138187221
2761,647,264,276,-0.0185471406491499
2762,695,259,271,-0.0172661870503597
2763,706,282,286,-0.0056657223796034
2764,666,268,279,-0.0165165165165165
2765,722,282,285,-0.0041551246537396
2766,748,304,305,-0.0013368983957219
2767,800,301,308,-0.00875
2768,681,254,267,-0.0190895741556534
2769,573,220,233,-0.0226876090750436
2770,622,238,244,-0.0096463022508038
2771,686,254,262,-0.0116618075801749
2772,648,253,256,-0.0046296296296296
2773,638,220,226,-0.0094043887147335
2774,664,238,248,-0.0150602409638554
2775,646,259,259,0.0
2776,706,272,284,-0.0169971671388102
2777,714,267,277,-0.0140056022408963
2778,767,295,314,-0.0247718383311603
2779,676,277,289,-0.0177514792899408
2780,655,240,245,-0.0076335877862595
2781,682,273,288,-0.0219941348973607
2782,601,232,244,-0.0199667221297836
2783,691,252,259,-0.0101302460202604
2784,649,243,254,-0.0169491525423728
2785,748,280,279,0.0013368983957219
2786,631,237,237,0.0
2787,741,291,291,0.0
2788,764,279,290,-0.0143979057591623
2789,729,275,282,-0.0096021947873799
2790,797,309,327,-0.0225846925972396
2791,711,277,276,0.0014064697609001
2792,728,266,271,-0.0068681318681318
2793,707,280,289,-0.0127298444130127
2794,691,289,298,-0.0130246020260492
2795,707,276,283,-0.0099009900990099
2796,634,242,249,-0.0110410094637223
2797,653,268,279,-0.0168453292496171
2798,654,260,271,-0.0168195718654434
2799,821,295,309,-0.0170523751522533
2800,795,280,290,-0.0125786163522012
2801,731,289,293,-0.0054719562243502
2802,667,253,261,-0.0119940029985007
2803,690,279,294,-0.0217391304347826
2804,687,264,267,-0.0043668122270742
2805,698,283,297,-0.0200573065902578
2806,753,298,307,-0.0119521912350597
2807,775,291,304,-0.016774193548387
2808,626,249,247,0.0031948881789137
2809,678,271,280,-0.0132743362831858
2810,655,269,268,0.0015267175572519
2811,740,286,299,-0.0175675675675675
2812,737,262,278,-0.0217096336499321
2813,647,269,277,-0.0123647604327666
2814,628,254,260,-0.0095541401273885
2815,742,296,312,-0.0215633423180593
2816,712,249,267,-0.0252808988764044
2817,620,236,243,-0.0112903225806451
2818,735,276,283,-0.0095238095238095
2819,662,256,254,0.0030211480362537
2820,685,256,267,-0.0160583941605839
2821,757,271,279,-0.0105680317040951
2822,650,250,258,-0.0123076923076923
2823,621,253,255,-0.003220611916264
2824,697,293,299,-0.0086083213773314
2825,768,290,302,-0.015625
2826,737,278,285,-0.0094979647218453
2827,617,221,230,-0.0145867098865478
2828,634,228,237,-0.0141955835962145
2829,734,269,291,-0.0299727520435967
2830,735,252,256,-0.0054421768707482
2831,706,273,281,-0.0113314447592068
2832,657,242,259,-0.0258751902587519
2833,708,264,283,-0.0268361581920903
2834,719,255,260,-0.0069541029207232
2835,798,296,303,-0.0087719298245614
2836,693,270,287,-0.0245310245310245
2837,656,241,248,-0.010670731707317
2838,672,264,278,-0.0208333333333333
2839,714,285,294,-0.0126050420168067
2840,630,253,268,-0.0238095238095238
2841,655,273,278,-0.0076335877862595
2842,727,268,278,-0.0137551581843191
2843,653,255,269,-0.0214395099540581
2844,678,262,276,-0.0206489675516224
2845,734,277,281,-0.0054495912806539
2846,662,239,246,-0.0105740181268882
2847,692,244,257,-0.01878612716763
2848,717,293,298,-0.00697350069735
2849,681,256,260,-0.0058737151248164
2850,724,287,294,-0.0096685082872928
2851,698,270,278,-0.0114613180515759
2852,741,276,285,-0.0121457489878542
2853,738,275,285,-0.013550135501355
2854,743,278,287,-0.0121130551816958
2855,628,232,233,-0.001592356687898
2856,721,261,271,-0.0138696255201109
2857,704,260,275,-0.0213068181818181
2858,671,258,273,-0.022354694485842
2859,667,265,272,-0.0104947526236881
2860,659,257,262,-0.007587253414264
2861,599,240,240,0.0
2862,785,301,310,-0.0114649681528662
2863,721,295,299,-0.0055478502080443
2864,734,270,280,-0.0136239782016348
2865,696,262,269,-0.0100574712643678
2866,701,262,270,-0.0114122681883024
2867,701,276,294,-0.0256776034236804
2868,724,270,285,-0.0207182320441988
2869,690,271,281,-0.0144927536231884
2870,676,272,272,0.0
2871,792,287,304,-0.0214646464646464
2872,666,258,258,0.0
2873,625,236,242,-0.0096
2874,657,277,284,-0.0106544901065449
2875,699,267,286,-0.0271816881258941
2876,640,255,260,-0.0078125
2877,787,280,290,-0.0127064803049555
2878,772,296,312,-0.0207253886010362
2879,701,281,291,-0.014265335235378
2880,672,257,264,-0.0104166666666666
2881,676,244,249,-0.007396449704142
2882,647,271,276,-0.0077279752704791
2883,667,258,265,-0.0104947526236881
2884,748,263,283,-0.0267379679144385
2885,696,250,267,-0.0244252873563218
2886,697,281,289,-0.0114777618364418
2887,679,272,278,-0.0088365243004418
2888,728,257,261,-0.0054945054945054
2889,724,281,285,-0.005524861878453
2890,720,272,276,-0.0055555555555555
2891,734,284,279,0.0068119891008174
2892,727,285,291,-0.0082530949105914
2893,785,299,305,-0.0076433121019108
2894,607,241,250,-0.014827018121911
2895,687,283,289,-0.0087336244541484
2896,688,265,273,-0.0116279069767441
2897,883,319,335,-0.0181200453001132
2898,696,267,276,-0.0129310344827586
2899,683,278,289,-0.0161054172767203
2900,717,258,268,-0.0139470013947001
2901,649,235,243,-0.012326656394453
2902,571,229,237,-0.0140105078809106
2903,788,299,316,-0.0215736040609137
2904,765,277,283,-0.0078431372549019
2905,680,253,263,-0.0147058823529411
2906,761,269,281,-0.0157687253613666
2907,758,283,298,-0.0197889182058047
2908,647,262,266,-0.0061823802163833
2909,756,259,269,-0.0132275132275132
2910,712,298,304,-0.0084269662921348
2911,724,286,291,-0.0069060773480662
2912,624,258,262,-0.0064102564102564
2913,685,272,274,-0.002919708029197
2914,688,253,265,-0.0174418604651162
2915,756,269,275,-0.0079365079365079
2916,653,267,272,-0.007656967840735
2917,689,277,284,-0.0101596516690856
2918,688,276,287,-0.0159883720930232
2919,751,268,275,-0.0093209054593874
2920,634,250,258,-0.0126182965299684
2921,727,254,265,-0.015130674002751
2922,730,275,270,0.0068493150684931
2923,626,233,247,-0.0223642172523961
2924,668,257,268,-0.0164670658682634
2925,645,243,240,0.0046511627906976
2926,727,254,256,-0.0027510316368638
2927,671,223,229,-0.0089418777943368
2928,671,261,275,-0.0208643815201192
2929,773,289,294,-0.0064683053040103
2930,768,277,280,-0.00390625
2931,777,297,310,-0.0167310167310167
2932,715,256,264,-0.0111888111888111
2933,731,292,307,-0.0205198358413132
2934,677,284,289,-0.0073855243722304
2935,710,264,276,-0.0169014084507042
2936,736,272,276,-0.0054347826086956
2937,647,249,255,-0.0092735703245749
2938,701,267,267,0.0
2939,652,239,255,-0.0245398773006134
2940,629,253,264,-0.0174880763116057
2941,839,299,313,-0.0166865315852205
2942,619,256,268,-0.0193861066235864
2943,678,233,244,-0.0162241887905604
2944,696,274,267,0.0100574712643678
2945,687,247,261,-0.0203784570596797
2946,633,249,252,-0.0047393364928909
2947,707,254,264,-0.0141442715700141
2948,709,264,278,-0.0197461212976022
2949,675,253,260,-0.0103703703703703
2950,712,255,269,-0.0196629213483146
2951,758,293,305,-0.0158311345646438
2952,723,267,278,-0.0152143845089903
2953,719,257,267,-0.0139082058414464
2954,628,239,249,-0.0159235668789808
2955,705,273,292,-0.026950354609929
2956,699,270,277,-0.0100143061516452
2957,714,254,268,-0.0196078431372549
2958,812,316,312,0.0049261083743842
2959,775,266,282,-0.0206451612903225
2960,656,255,265,-0.0152439024390243
2961,672,251,262,-0.0163690476190476
2962,747,306,311,-0.0066934404283801
2963,665,252,252,0.0
2964,646,239,247,-0.0123839009287925
2965,664,259,263,-0.0060240963855421
2966,654,264,272,-0.0122324159021406
2967,775,291,311,-0.0258064516129032
2968,649,236,247,-0.0169491525423728
2969,681,243,253,-0.0146842878120411
2970,698,244,249,-0.0071633237822349
2971,641,231,235,-0.0062402496099844
2972,772,273,292,-0.0246113989637305
2973,674,255,270,-0.0222551928783382
2974,532,229,235,-0.0112781954887218
2975,682,243,256,-0.0190615835777126
2976,689,272,284,-0.0174165457184325
2977,720,255,269,-0.0194444444444444
2978,678,245,264,-0.0280235988200589
2979,713,270,274,-0.005610098176718
2980,680,282,294,-0.0176470588235294
2981,726,284,289,-0.0068870523415977
2982,655,238,248,-0.015267175572519
2983,710,266,278,-0.0169014084507042
2984,645,240,245,-0.0077519379844961
2985,691,265,275,-0.0144717800289435
2986,748,276,287,-0.0147058823529411
2987,627,253,263,-0.0159489633173843
2988,691,254,262,-0.0115774240231548
2989,660,246,254,-0.0121212121212121
2990,675,268,274,-0.0088888888888888
2991,626,244,245,-0.0015974440894568
2992,672,245,253,-0.0119047619047619
2993,696,279,288,-0.0129310344827586
2994,749,286,291,-0.0066755674232309
2995,704,244,263,-0.0269886363636363
2996,655,259,266,-0.0106870229007633
2997,628,250,257,-0.0111464968152866
2998,657,239,249,-0.015220700152207
2999,823,290,302,-0.0145808019441069
3000,682,247,261,-0.0205278592375366
3001,693,289,296,-0.0101010101010101
3002,726,307,315,-0.0110192837465564
3003,691,260,262,-0.0028943560057887
3004,664,256,250,0.0090361445783132
3005,725,267,277,-0.0137931034482758
3006,634,258,262,-0.0063091482649842
3007,657,245,252,-0.0106544901065449
3008,704,233,242,-0.0127840909090909
3009,736,288,294,-0.0081521739130434
3010,776,304,311,-0.009020618556701
3011,670,257,259,-0.0029850746268656
3012,668,267,279,-0.0179640718562874
3013,712,277,285,-0.0112359550561797
3014,746,284,293,-0.0120643431635388
3015,709,270,283,-0.0183356840620592
3016,660,236,240,-0.006060606060606
3017,714,269,278,-0.0126050420168067
3018,719,255,277,-0.0305980528511821
3019,655,251,261,-0.015267175572519
3020,575,212,219,-0.0121739130434782
3021,709,276,286,-0.0141043723554301
3022,732,299,295,0.0054644808743169
3023,696,234,251,-0.0244252873563218
3024,655,269,281,-0.0183206106870229
3025,771,282,289,-0.0090791180285343
3026,649,246,261,-0.0231124807395993
3027,682,264,271,-0.0102639296187683
3028,668,262,271,-0.0134730538922155
3029,682,251,259,-0.0117302052785923
3030,671,255,273,-0.0268256333830104
3031,630,247,259,-0.019047619047619
3032,697,280,300,-0.0286944045911047
3033,720,279,288,-0.0125
3034,643,232,245,-0.0202177293934681
3035,671,266,274,-0.0119225037257824
3036,728,269,281,-0.0164835164835164
3037,798,311,316,-0.006265664160401
3038,688,244,251,-0.0101744186046511
3039,654,251,261,-0.0152905198776758
3040,742,256,266,-0.013477088948787
3041,691,277,282,-0.0072358900144717
3042,694,281,293,-0.0172910662824207
3043,719,269,284,-0.0208623087621696
3044,786,314,321,-0.0089058524173027
3045,734,274,271,0.0040871934604904
3046,661,252,270,-0.0272314674735249
3047,708,279,285,-0.0084745762711864
3048,748,261,272,-0.0147058823529411
3049,674,271,279,-0.0118694362017804
3050,710,260,268,-0.0112676056338028
3051,730,290,306,-0.021917808219178
3052,648,255,269,-0.0216049382716049
3053,771,291,295,-0.0051880674448767
3054,705,260,270,-0.0141843971631205
3055,726,284,288,-0.0055096418732782
3056,750,268,274,-0.008
3057,604,241,249,-0.0132450331125827
3058,766,282,294,-0.0156657963446475
3059,690,245,255,-0.0144927536231884
3060,723,296,308,-0.0165975103734439
3061,715,266,280,-0.0195804195804195
3062,659,246,258,-0.0182094081942336
3063,687,270,289,-0.0276564774381368
3064,718,307,306,0.0013927576601671
3065,674,252,258,-0.0089020771513353
3066,660,233,239,-0.009090909090909
3067,678,252,264,-0.0176991150442477
3068,731,273,274,-0.0013679890560875
3069,683,277,279,-0.0029282576866764
3070,704,285,287,-0.002840909090909
3071,662,269,279,-0.0151057401812688
3072,645,265,269,-0.0062015503875968
3073,657,260,269,-0.0136986301369863
3074,639,249,265,-0.0250391236306729
3075,615,241,252,-0.0178861788617886
3076,691,241,258,-0.024602026049204
3077,807,317,319,-0.0024783147459727
3078,805,300,306,-0.0074534161490683
3079,677,266,276,-0.0147710487444608
3080,697,284,295,-0.0157819225251076
3081,706,279,290,-0.0155807365439093
3082,805,302,309,-0.008695652173913
3083,639,242,249,-0.0109546165884194
3084,769,269,273,-0.0052015604681404
3085,719,282,291,-0.0125173852573018
3086,726,286,286,0.0
3087,666,244,259,-0.0225225225225225
3088,717,235,251,-0.0223152022315202
3089,666,269,284,-0.0225225225225225
3090,712,263,276,-0.0182584269662921
3091,696,258,267,-0.0129310344827586
3092,647,241,243,-0.0030911901081916
3093,709,271,271,0.0
3094,676,269,280,-0.0162721893491124
3095,704,267,275,-0.0113636363636363
3096,677,258,269,-0.0162481536189069
3097,686,265,269,-0.0058309037900874
3098,599,236,244,-0.013355592654424
3099,729,262,272,-0.0137174211248285
3100,662,257,269,-0.0181268882175226
3101,701,281,298,-0.0242510699001426
3102,736,296,302,-0.0081521739130434
3103,721,270,285,-0.0208044382801664
3104,662,273,280,-0.0105740181268882
3105,746,297,303,-0.0080428954423592
3106,672,240,251,-0.0163690476190476
3107,642,238,248,-0.0155763239875389
3108,857,297,299,-0.0023337222870478
3109,667,239,249,-0.0149925037481259
3110,714,265,274,-0.0126050420168067
3111,653,257,270,-0.0199081163859111
3112,721,266,274,-0.0110957004160887
3113,650,268,270,-0.003076923076923
3114,763,300,305,-0.0065530799475753
3115,775,285,300,-0.0193548387096774
3116,654,256,263,-0.010703363914373
3117,673,263,273,-0.0148588410104011
3118,625,243,247,-0.0064
3119,649,263,276,-0.0200308166409861
3120,609,242,254,-0.0197044334975369
3121,645,256,257,-0.0015503875968992
3122,614,244,256,-0.019543973941368
3123,692,245,255,-0.0144508670520231
3124,782,284,290,-0.0076726342710997
3125,659,227,233,-0.0091047040971168
3126,587,239,241,-0.0034071550255536
3127,691,242,252,-0.0144717800289435
3128,774,279,293,-0.0180878552971576
3129,732,254,263,-0.0122950819672131
3130,739,264,263,0.0013531799729364
3131,771,306,310,-0.0051880674448767
3132,780,307,317,-0.0128205128205128
3133,565,212,220,-0.0141592920353982
3134,687,259,267,-0.0116448326055312
3135,660,256,274,-0.0272727272727272
3136,672,266,277,-0.0163690476190476
3137,709,274,289,-0.0211565585331452
3138,635,246,262,-0.0251968503937007
3139,767,260,268,-0.0104302477183833
3140,758,297,308,-0.0145118733509234
3141,623,242,250,-0.0128410914927768
3142,634,228,233,-0.0078864353312302
3143,643,245,252,-0.0108864696734059
3144,731,289,296,-0.0095759233926128
3145,811,303,322,-0.0234278668310727
3146,703,288,295,-0.0099573257467994
3147,667,261,281,-0.0299850074962518
3148,746,275,287,-0.0160857908847185
3149,782,272,290,-0.0230179028132992
3150,693,250,262,-0.0173160173160173
3151,760,254,262,-0.0105263157894736
3152,658,264,273,-0.0136778115501519
3153,740,294,297,-0.004054054054054
3154,704,262,275,-0.018465909090909
3155,657,225,242,-0.0258751902587519
3156,655,251,261,-0.015267175572519
3157,696,260,266,-0.0086206896551724
3158,608,237,241,-0.006578947368421
3159,777,266,274,-0.0102960102960102
3160,764,294,301,-0.0091623036649214
3161,691,242,248,-0.0086830680173661
3162,720,251,261,-0.0138888888888888
3163,736,273,283,-0.0135869565217391
3164,726,266,276,-0.0137741046831955
3165,705,269,283,-0.0198581560283687
3166,746,287,295,-0.0107238605898123
3167,715,234,240,-0.0083916083916083
3168,729,265,279,-0.0192043895747599
3169,722,278,279,-0.0013850415512465
3170,676,277,286,-0.0133136094674556
3171,697,259,274,-0.0215208034433285
3172,652,235,245,-0.0153374233128834
3173,815,299,304,-0.0061349693251533
3174,625,244,251,-0.0112
3175,586,218,226,-0.0136518771331058
3176,745,263,274,-0.0147651006711409
3177,721,275,286,-0.015256588072122
3178,641,258,267,-0.0140405616224648
3179,712,251,262,-0.0154494382022471
3180,756,264,275,-0.0145502645502645
3181,723,273,284,-0.0152143845089903
3182,781,294,307,-0.0166453265044814
3183,709,279,293,-0.0197461212976022
3184,750,276,288,-0.016
3185,696,252,266,-0.0201149425287356
3186,681,281,289,-0.0117474302496328
3187,688,237,250,-0.0188953488372093
3188,645,272,270,0.0031007751937984
3189,715,275,278,-0.0041958041958041
3190,616,260,264,-0.0064935064935064
3191,669,252,267,-0.0224215246636771
3192,743,299,310,-0.0148048452220726
3193,730,267,276,-0.0123287671232876
3194,754,289,304,-0.019893899204244
3195,634,226,234,-0.0126182965299684
3196,724,273,283,-0.0138121546961325
3197,667,243,261,-0.0269865067466266
3198,765,307,323,-0.0209150326797385
3199,737,286,300,-0.0189959294436906
3200,732,274,288,-0.0191256830601092
3201,786,303,323,-0.0254452926208651
3202,660,239,255,-0.0242424242424242
3203,682,275,291,-0.0234604105571847
3204,657,239,249,-0.015220700152207
3205,646,248,249,-0.001547987616099
3206,745,286,285,0.0013422818791946
3207,695,248,267,-0.0273381294964028
3208,652,253,264,-0.0168711656441717
3209,673,253,265,-0.0178306092124814
3210,698,230,246,-0.0229226361031518
3211,756,272,274,-0.0026455026455026
3212,663,248,254,-0.0090497737556561
3213,654,261,267,-0.0091743119266055
3214,605,225,227,-0.0033057851239669
3215,758,283,288,-0.0065963060686015
3216,775,275,279,-0.0051612903225806
3217,705,287,292,-0.0070921985815602
3218,664,244,256,-0.0180722891566265
3219,731,263,277,-0.0191518467852257
3220,672,265,270,-0.0074404761904761
3221,680,267,273,-0.0088235294117647
3222,779,267,287,-0.0256739409499358
3223,755,281,296,-0.0198675496688741
3224,674,237,259,-0.0326409495548961
3225,627,246,251,-0.0079744816586921
3226,692,260,280,-0.0289017341040462
3227,708,284,285,-0.001412429378531
3228,744,302,303,-0.0013440860215053
3229,673,262,264,-0.0029717682020802
3230,568,254,257,-0.005281690140845
3231,715,256,274,-0.0251748251748251
3232,709,275,283,-0.0112834978843441
3233,697,260,269,-0.0129124820659971
3234,728,267,270,-0.0041208791208791
3235,735,260,274,-0.019047619047619
3236,711,312,315,-0.0042194092827004
3237,725,270,283,-0.0179310344827586
3238,808,325,339,-0.0173267326732673
3239,754,314,318,-0.0053050397877984
3240,726,289,293,-0.0055096418732782
3241,694,263,270,-0.0100864553314121
3242,742,290,297,-0.0094339622641509
3243,680,248,259,-0.0161764705882352
3244,831,314,315,-0.0012033694344163
3245,590,218,225,-0.011864406779661
3246,706,291,300,-0.0127478753541076
3247,754,294,308,-0.0185676392572944
3248,661,259,261,-0.0030257186081694
3249,690,252,260,-0.0115942028985507
3250,597,246,253,-0.0117252931323283
3251,665,253,258,-0.0075187969924812
3252,680,283,290,-0.0102941176470588
3253,640,259,269,-0.015625
3254,687,284,292,-0.0116448326055312
3255,679,257,277,-0.0294550810014727
3256,728,262,272,-0.0137362637362637
3257,605,250,259,-0.0148760330578512
3258,697,279,292,-0.018651362984218
3259,683,286,291,-0.007320644216691
3260,639,232,240,-0.0125195618153364
3261,788,294,302,-0.0101522842639593
3262,651,240,248,-0.0122887864823348
3263,637,237,248,-0.0172684458398744
3264,694,250,250,0.0
3265,688,285,294,-0.0130813953488372
