panel,policy,display_name,observation_id,value,ecdf,denominator_n,metric,candidate_lake_n,origin_n,adjacent_pair_n,total_selection_slots,unique_selected_lakes,unique_lake_reach_percent,repeat_selection_median,repeat_selection_lower_quartile,repeat_selection_upper_quartile,repeat_selection_mean,jaccard_mean,jaccard_median,jaccard_lower_quartile,jaccard_upper_quartile,jaccard_turnover_mean
a,multi_horizon,Multi-horizon,2024-03-31,0.4921052631578947,0.37209302325581395,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2022-11-27,0.4947368421052631,0.3798449612403101,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2021-05-02,0.4986807387862796,0.3875968992248062,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2024-03-17,0.5026455026455027,0.3953488372093023,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2024-05-12,0.5026595744680851,0.40310077519379844,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2025-12-21,0.503957783641161,0.4108527131782946,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2023-04-30,0.5039787798408488,0.4186046511627907,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2023-01-22,0.5052910052910053,0.4263565891472868,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2022-01-09,0.506631299734748,0.43410852713178294,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2022-06-12,0.506631299734748,0.4418604651162791,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2025-04-27,0.506631299734748,0.4496124031007752,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2023-07-09,0.5080645161290323,0.4573643410852713,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2021-02-07,0.5173333333333333,0.46511627906976744,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2025-08-31,0.5177111716621253,0.4728682170542636,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2022-05-29,0.5187165775401069,0.4806201550387597,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2023-03-05,0.5187165775401069,0.4883720930232558,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2024-05-26,0.5202156334231806,0.49612403100775193,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2021-03-07,0.5227882037533512,0.5038759689922481,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2024-08-18,0.525,0.5116279069767442,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2021-06-27,0.5297297297297298,0.5193798449612403,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2023-02-05,0.5309973045822103,0.5271317829457365,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2023-12-24,0.5309973045822103,0.5348837209302325,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2021-07-11,0.5311653116531165,0.5426356589147286,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2023-01-08,0.532258064516129,0.5503875968992248,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2025-07-06,0.5353260869565217,0.5581395348837209,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2025-01-05,0.5365853658536586,0.5658914728682171,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2024-04-14,0.5422343324250681,0.5736434108527132,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2024-10-27,0.5426136363636364,0.5813953488372093,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2025-08-03,0.5426997245179064,0.5891472868217055,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2024-07-21,0.5431754874651811,0.5968992248062015,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2024-08-04,0.5434173669467787,0.6046511627906976,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2025-03-30,0.5434782608695652,0.6124031007751938,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2023-07-23,0.5441988950276243,0.6201550387596899,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2021-01-24,0.5489130434782609,0.627906976744186,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2025-09-28,0.5518207282913166,0.6356589147286822,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2021-11-28,0.5519125683060109,0.6434108527131783,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2024-01-07,0.5519125683060109,0.6511627906976745,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2024-09-15,0.5542857142857143,0.6589147286821705,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2022-07-10,0.554945054945055,0.6666666666666666,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2022-07-24,0.554945054945055,0.6744186046511628,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2022-08-07,0.554945054945055,0.6821705426356589,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2023-02-19,0.5561643835616439,0.689922480620155,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2024-06-23,0.5583333333333333,0.6976744186046512,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2025-08-17,0.5586592178770949,0.7054263565891473,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2023-11-26,0.5598885793871866,0.7131782945736435,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2023-08-06,0.5602240896358543,0.7209302325581395,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
a,multi_horizon,Multi-horizon,2023-08-20,0.5605633802816902,0.7286821705426356,129,jaccard_overlap,2844,130,129,36631,1538,54.07876230661041,11.0,3.0,37.0,23.817295188556567,0.5129165200645733,0.5227882037533512,0.4601542416452442,0.5647382920110193,0.4870834799354266
