bootstrap_draw,total_event_copies,captured__primary_31_60__multi_horizon,captured__primary_31_60__direct_60_day,capture_rate_difference__primary_31_60,captured__secondary_1_60__multi_horizon,captured__secondary_1_60__direct_60_day,capture_rate_difference__secondary_1_60
1438,718,279,218,0.08495821727019498,484,300,0.2562674094707521
1439,680,257,190,0.09852941176470587,451,275,0.2588235294117647
1440,740,292,219,0.0986486486486487,499,298,0.2716216216216216
1441,649,234,184,0.07704160246533126,382,260,0.1879815100154083
1442,684,284,219,0.09502923976608185,444,289,0.22660818713450293
1443,632,235,198,0.05854430379746833,431,274,0.24841772151898733
1444,738,284,232,0.07046070460704607,456,288,0.22764227642276424
1445,776,302,223,0.10180412371134023,539,334,0.2641752577319587
1446,759,268,209,0.07773386034255597,480,316,0.2160737812911726
1447,700,257,193,0.09142857142857147,447,269,0.2542857142857143
1448,674,242,214,0.041543026706231445,425,299,0.1869436201780415
1449,724,281,215,0.09116022099447513,504,321,0.2527624309392265
1450,664,251,199,0.07831325301204817,418,286,0.19879518072289148
1451,660,254,191,0.09545454545454546,406,259,0.22272727272727272
1452,837,300,227,0.08721624850657106,532,314,0.2604540023894863
1453,619,260,215,0.0726978998384491,408,291,0.18901453957996767
1454,757,293,191,0.13474240422721268,480,275,0.27080581241743723
1455,728,300,230,0.09615384615384615,485,326,0.21840659340659335
1456,638,253,227,0.040752351097178674,414,292,0.19122257053291541
1457,676,247,200,0.06952662721893488,433,278,0.22928994082840237
1458,707,300,221,0.11173974540311171,466,294,0.2432814710042433
1459,673,259,180,0.11738484398216942,430,263,0.2481426448736998
1460,775,310,241,0.08903225806451615,530,344,0.24
1461,662,249,187,0.09365558912386707,423,247,0.2658610271903323
1462,709,267,220,0.06629055007052187,470,325,0.20451339915373762
1463,705,286,224,0.08794326241134748,435,313,0.17304964539007095
1464,652,247,191,0.08588957055214724,389,272,0.17944785276073622
1465,611,228,181,0.07692307692307693,371,269,0.1669394435351882
1466,678,249,198,0.0752212389380531,427,288,0.20501474926253693
1467,628,220,168,0.08280254777070062,370,237,0.2117834394904458
1468,715,258,176,0.11468531468531468,439,247,0.2685314685314685
1469,670,262,208,0.08059701492537313,430,293,0.20447761194029845
1470,815,292,234,0.07116564417177912,492,341,0.18527607361963183
1471,669,237,175,0.09267563527653216,409,244,0.24663677130044837
1472,622,232,173,0.09485530546623794,405,262,0.229903536977492
1473,694,263,195,0.09798270893371758,435,283,0.21902017291066284
1474,671,262,202,0.08941877794336811,433,292,0.21013412816691507
1475,729,270,203,0.09190672153635115,466,272,0.2661179698216736
1476,714,272,235,0.05182072829131651,456,299,0.21988795518207277
1477,767,261,192,0.08996088657105605,481,267,0.2790091264667536
1478,774,288,214,0.09560723514211888,492,300,0.24806201550387597
1479,589,247,202,0.07640067911714771,413,293,0.20373514431239387
1480,647,243,195,0.07418856259659967,422,271,0.2333848531684699
1481,741,280,206,0.09986504723346828,484,289,0.26315789473684204
1482,742,286,224,0.0835579514824798,447,307,0.18867924528301888
1483,680,235,223,0.017647058823529405,391,292,0.14558823529411763
1484,685,272,221,0.07445255474452556,429,294,0.1970802919708029
1485,651,251,205,0.07066052227342551,416,304,0.17204301075268813
1486,798,275,232,0.053884711779448646,487,330,0.1967418546365915
1487,682,277,218,0.08651026392961875,474,292,0.2668621700879766
1488,669,245,194,0.07623318385650224,419,287,0.1973094170403587
1489,675,264,204,0.0888888888888889,433,268,0.2444444444444444
1490,741,277,231,0.06207827260458837,485,335,0.20242914979757082
1491,639,260,215,0.07042253521126757,411,311,0.15649452269170577
1492,650,235,196,0.06,415,281,0.20615384615384613
1493,694,262,198,0.09221902017291067,449,260,0.2723342939481268
1494,736,283,208,0.10190217391304351,466,276,0.25815217391304346
1495,784,303,222,0.10331632653061223,538,318,0.28061224489795916
1496,682,272,183,0.13049853372434017,431,255,0.25806451612903225
1497,683,282,225,0.08345534407027821,448,311,0.20058565153733532
1498,721,295,214,0.11234396671289876,489,323,0.2302357836338419
1499,605,218,166,0.08595041322314051,346,242,0.17190082644628102
1500,621,254,207,0.07568438003220612,413,275,0.22222222222222215
1501,672,276,214,0.09226190476190477,438,299,0.20684523809523814
1502,678,272,229,0.06342182890855458,462,318,0.2123893805309734
1503,654,256,217,0.059633027522935755,421,278,0.21865443425076453
1504,755,246,202,0.058278145695364214,451,285,0.21986754966887417
1505,696,264,224,0.05747126436781608,471,320,0.21695402298850575
1506,707,281,234,0.0664780763790665,438,331,0.1513437057991513
1507,725,288,226,0.08551724137931033,461,314,0.20275862068965517
1508,714,264,199,0.09103641456582634,472,295,0.24789915966386555
1509,780,275,200,0.0961538461538462,481,284,0.2525641025641026
1510,796,293,233,0.07537688442211055,500,335,0.20728643216080406
1511,595,216,182,0.057142857142857106,346,255,0.1529411764705883
1512,736,279,203,0.1032608695652174,459,286,0.23505434782608692
1513,684,293,219,0.108187134502924,452,310,0.20760233918128657
1514,683,252,215,0.05417276720351394,419,298,0.17715959004392384
1515,755,271,223,0.06357615894039736,474,311,0.2158940397350994
1516,663,257,176,0.12217194570135748,417,271,0.22021116138763197
1517,598,228,187,0.068561872909699,376,259,0.19565217391304351
1518,647,257,169,0.13601236476043277,417,262,0.23956723338485314
1519,700,262,206,0.08000000000000002,465,286,0.25571428571428567
1520,636,249,218,0.04874213836477992,403,293,0.1729559748427673
1521,681,284,205,0.11600587371512483,469,282,0.2745961820851689
1522,698,270,185,0.12177650429799425,441,283,0.22636103151862458
1523,733,253,201,0.07094133697135063,438,299,0.189631650750341
1524,673,256,201,0.08172362555720653,446,282,0.24368499257057946
1525,682,278,219,0.0865102639296188,460,297,0.2390029325513196
1526,645,239,186,0.08217054263565887,417,243,0.2697674418604651
1527,718,280,203,0.10724233983286907,479,302,0.24651810584958223
1528,758,294,210,0.11081794195250655,522,322,0.2638522427440634
1529,721,272,164,0.14979195561719832,451,249,0.2801664355062414
1530,659,266,221,0.06828528072837631,434,302,0.20030349013657062
1531,696,254,193,0.08764367816091956,446,290,0.2241379310344827
1532,757,311,255,0.07397622192866576,505,342,0.21532364597093795
1533,680,269,218,0.07499999999999996,438,300,0.2029411764705883
1534,673,252,176,0.11292719167904902,445,267,0.26448736998514116
1535,683,245,209,0.0527086383601757,426,267,0.23279648609077597
1536,799,292,202,0.11264080100125157,509,319,0.23779724655819773
1537,691,276,222,0.07814761215629523,451,304,0.21273516642547036
1538,685,240,218,0.03211678832116788,413,316,0.14160583941605837
1539,727,268,222,0.06327372764786798,475,322,0.21045392022008247
1540,659,255,200,0.08345978755690442,433,260,0.2625189681335357
1541,773,263,224,0.05045278137128073,464,323,0.18240620957309184
1542,727,294,207,0.11966987620357639,482,282,0.2751031636863824
1543,663,274,216,0.08748114630467568,431,281,0.22624434389140274
1544,702,255,200,0.07834757834757833,456,287,0.24074074074074076
1545,720,250,182,0.09444444444444444,444,257,0.25972222222222224
1546,770,284,238,0.05974025974025976,518,307,0.274025974025974
1547,673,264,203,0.09063893016344726,434,275,0.23625557206537895
1548,733,285,259,0.035470668485675316,479,348,0.17871759890859484
1549,591,243,216,0.045685279187817285,382,293,0.1505922165820643
1550,673,262,201,0.09063893016344726,436,281,0.23031203566121844
1551,711,256,198,0.08157524613220818,435,281,0.21659634317862164
1552,793,296,211,0.10718789407313994,531,305,0.2849936948297604
1553,660,254,202,0.0787878787878788,406,279,0.1924242424242424
1554,746,268,201,0.08981233243967829,466,310,0.20911528150134046
1555,634,240,170,0.11041009463722395,369,244,0.19716088328075715
1556,705,258,206,0.07375886524822695,428,305,0.17446808510638295
1557,669,248,189,0.08819133034379673,423,268,0.23168908819133038
1558,702,289,198,0.12962962962962965,470,288,0.2592592592592593
1559,685,263,215,0.07007299270072992,429,307,0.17810218978102188
1560,734,286,253,0.04495912806539509,478,339,0.18937329700272476
1561,748,295,225,0.0935828877005348,497,300,0.26336898395721925
1562,580,209,173,0.06206896551724139,348,259,0.15344827586206894
1563,617,238,191,0.07617504051863855,383,260,0.19935170178282013
1564,728,275,216,0.08104395604395603,473,310,0.22390109890109894
1565,681,270,240,0.0440528634361233,456,322,0.19676945668135093
1566,714,259,212,0.06582633053221287,441,303,0.19327731092436978
1567,703,272,220,0.07396870554765289,445,324,0.17211948790896164
1568,827,294,233,0.07376058041112454,536,337,0.24062877871825872
1569,681,262,215,0.06901615271659323,444,299,0.21292217327459612
1570,669,260,207,0.07922272047832585,423,299,0.18535127055306433
1571,632,253,218,0.055379746835443056,384,299,0.13449367088607594
1572,723,268,207,0.08437067773167362,456,302,0.21300138312586442
1573,697,282,232,0.07173601147776187,469,314,0.22238163558106167
1574,752,269,182,0.11569148936170215,469,292,0.23537234042553196
1575,691,250,186,0.09261939218523879,423,258,0.23878437047756873
1576,617,233,158,0.12155591572123176,402,230,0.27876823338735823
1577,693,270,209,0.08802308802308806,470,316,0.22222222222222227
1578,728,278,210,0.09340659340659341,458,288,0.23351648351648352
1579,662,262,192,0.10574018126888213,415,268,0.2220543806646526
1580,796,280,216,0.08040201005025127,503,301,0.2537688442211055
1581,715,259,191,0.09510489510489506,445,266,0.25034965034965034
1582,725,283,240,0.05931034482758624,453,307,0.20137931034482764
1583,739,290,237,0.07171853856562921,484,330,0.2083897158322056
1584,736,280,213,0.09103260869565222,496,295,0.27309782608695654
1585,686,250,203,0.06851311953352768,451,310,0.2055393586005831
1586,822,330,272,0.07055961070559613,541,385,0.18978102189781026
1587,743,272,238,0.04576043068640645,477,335,0.19111709286675638
1588,653,252,181,0.10872894333843797,408,255,0.2343032159264931
1589,654,244,182,0.09480122324159024,393,243,0.22935779816513757
1590,690,257,179,0.11304347826086952,426,269,0.22753623188405797
1591,619,252,188,0.1033925686591276,373,256,0.1890145395799676
1592,631,223,173,0.07923930269413632,373,243,0.20602218700475433
1593,686,288,214,0.10787172011661811,440,297,0.2084548104956268
1594,680,248,235,0.019117647058823517,415,337,0.11470588235294121
1595,671,252,196,0.08345752608047691,418,283,0.20119225037257826
1596,650,258,201,0.08769230769230768,401,283,0.18153846153846154
1597,660,250,167,0.12575757575757573,416,247,0.256060606060606
1598,753,292,216,0.10092961487383795,495,293,0.2682602921646746
1599,823,302,236,0.08019441069258809,543,348,0.23693803159173749
1600,676,270,210,0.08875739644970415,443,301,0.2100591715976331
1601,676,273,209,0.09467455621301774,453,277,0.26035502958579887
1602,665,265,205,0.09022556390977443,425,291,0.20150375939849624
1603,663,248,199,0.07390648567119157,394,263,0.19758672699849172
1604,733,294,214,0.10914051841746247,488,307,0.2469304229195089
1605,692,276,204,0.10404624277456648,450,292,0.22832369942196534
1606,626,265,202,0.10063897763578278,402,299,0.16453674121405754
1607,624,255,198,0.09134615384615385,384,265,0.19070512820512825
1608,659,245,183,0.094081942336874,390,265,0.18968133535660092
1609,707,270,211,0.08345120226308345,429,305,0.17538896746817534
1610,708,263,185,0.11016949152542371,442,250,0.27118644067796605
1611,709,289,222,0.09449929478138219,475,288,0.2637517630465444
1612,736,281,201,0.10869565217391303,448,269,0.2432065217391305
1613,627,242,193,0.07814992025518341,407,271,0.21690590111642744
1614,702,272,201,0.10113960113960113,472,285,0.26638176638176636
1615,663,253,202,0.07692307692307693,425,288,0.20663650075414786
1616,641,235,195,0.062402496099843996,377,277,0.15600624024961002
1617,673,246,208,0.05646359583952448,403,291,0.16641901931649328
1618,620,246,196,0.08064516129032262,387,290,0.1564516129032258
1619,782,297,199,0.12531969309462915,519,296,0.2851662404092072
1620,748,280,203,0.10294117647058826,468,285,0.24465240641711222
1621,567,214,173,0.07231040564373897,333,234,0.17460317460317465
1622,655,249,193,0.08549618320610686,410,278,0.20152671755725193
1623,743,271,215,0.0753701211305518,470,320,0.20188425302826374
1624,688,289,217,0.1046511627906977,449,299,0.21802325581395354
1625,696,252,204,0.06896551724137934,435,278,0.22557471264367818
1626,686,265,221,0.0641399416909621,426,289,0.1997084548104956
1627,698,271,198,0.10458452722063039,425,292,0.19054441260744986
1628,787,294,221,0.09275730622617534,503,312,0.24269377382465057
1629,735,278,223,0.07482993197278914,472,321,0.20544217687074828
1630,664,250,197,0.07981927710843373,396,283,0.17018072289156622
1631,698,272,210,0.08882521489971346,445,307,0.19770773638968475
1632,645,246,203,0.06666666666666671,440,297,0.22170542635658913
1633,712,277,198,0.11095505617977525,441,277,0.2303370786516854
1634,747,287,213,0.09906291834002678,485,294,0.2556894243641231
1635,732,287,220,0.09153005464480873,447,309,0.18852459016393436
1636,709,275,201,0.10437235543018336,439,290,0.2101551480959098
1637,691,267,221,0.06657018813314042,444,315,0.18668596237337198
1638,677,259,219,0.05908419497784345,436,316,0.17725258493353024
1639,765,274,193,0.10588235294117648,477,278,0.2601307189542484
1640,803,306,216,0.11207970112079702,531,301,0.286425902864259
1641,706,254,185,0.09773371104815864,435,265,0.2407932011331445
1642,726,296,204,0.12672176308539945,471,271,0.2754820936639118
1643,693,274,211,0.09090909090909094,433,294,0.20057720057720058
1644,641,286,220,0.10296411856474258,418,309,0.17004680187207483
1645,790,282,233,0.0620253164556962,486,333,0.1936708860759493
1646,662,238,204,0.051359516616314216,414,279,0.20392749244712993
1647,645,260,205,0.08527131782945735,403,280,0.19069767441860463
1648,644,246,176,0.10869565217391303,406,257,0.2313664596273292
1649,628,241,175,0.10509554140127392,390,230,0.25477707006369427
1650,729,273,229,0.06035665294924558,463,325,0.18930041152263372
1651,785,275,187,0.11210191082802545,502,262,0.3057324840764331
1652,691,271,190,0.11722141823444288,439,257,0.2633863965267728
1653,662,268,202,0.09969788519637462,436,278,0.2386706948640483
1654,653,253,204,0.07503828483920366,403,304,0.15160796324655434
1655,735,288,232,0.0761904761904762,471,334,0.18639455782312925
1656,584,216,178,0.06506849315068491,354,264,0.1541095890410959
1657,667,251,182,0.103448275862069,407,261,0.21889055472263869
1658,766,300,219,0.10574412532637079,510,301,0.27284595300261094
1659,760,288,240,0.06315789473684214,514,344,0.22368421052631576
1660,662,247,195,0.0785498489425982,404,271,0.20090634441087618
1661,697,270,208,0.08895265423242471,441,291,0.2152080344332855
1662,712,262,175,0.12219101123595508,457,257,0.2808988764044944
1663,753,290,199,0.12084993359893759,459,306,0.20318725099601592
1664,701,277,212,0.09272467902995718,449,296,0.21825962910128388
1665,710,282,236,0.06478873239436622,453,304,0.20985915492957752
1666,736,272,203,0.09375,470,285,0.2513586956521739
1667,750,268,199,0.09200000000000003,485,291,0.2586666666666666
1668,658,244,175,0.10486322188449848,429,262,0.2537993920972644
1669,789,290,239,0.06463878326996197,485,320,0.20912547528517111
1670,689,246,198,0.06966618287373005,436,285,0.21915820029027572
1671,692,271,245,0.037572254335260125,447,330,0.16907514450867056
1672,666,260,198,0.09309309309309305,409,277,0.19819819819819817
1673,704,241,192,0.06960227272727276,453,266,0.26562499999999994
1674,707,256,186,0.09900990099009904,432,287,0.20509193776520507
1675,748,297,200,0.1296791443850267,468,276,0.2566844919786096
1676,645,240,201,0.06046511627906975,391,296,0.1472868217054264
1677,702,271,215,0.07977207977207978,449,290,0.22649572649572652
1678,723,274,234,0.05532503457814658,465,321,0.19917012448132787
1679,733,289,249,0.05457025920873121,434,336,0.13369713506139158
1680,762,255,177,0.10236220472440946,475,265,0.27559055118110243
1681,637,269,183,0.13500784929356358,421,252,0.2653061224489796
1682,734,278,224,0.07356948228882831,481,304,0.24114441416893728
1683,657,263,196,0.1019786910197869,429,281,0.22526636225266367
1684,698,252,193,0.08452722063037249,391,270,0.17335243553008595
1685,719,287,199,0.12239221140472878,458,274,0.25591098748261476
1686,705,278,211,0.09503546099290783,464,304,0.22695035460992902
1687,720,251,191,0.08333333333333331,472,274,0.275
1688,674,275,209,0.09792284866468842,413,289,0.18397626112759646
1689,720,260,199,0.0847222222222222,450,291,0.22083333333333333
1690,693,281,201,0.11544011544011545,426,290,0.19624819624819617
1691,635,255,204,0.08031496062992127,414,276,0.21732283464566932
1692,758,299,235,0.08443271767810029,485,322,0.2150395778364116
1693,747,274,205,0.09236947791164657,471,289,0.2436412315930388
1694,619,232,181,0.08239095315024231,387,236,0.24394184168012917
1695,652,263,203,0.09202453987730064,452,285,0.2561349693251534
1696,678,256,202,0.07964601769911506,422,289,0.19616519174041297
1697,657,263,204,0.0898021308980213,420,286,0.2039573820395738
1698,821,307,248,0.07186358099878193,479,323,0.19001218026796585
1699,711,263,195,0.0956399437412096,475,295,0.25316455696202533
1700,715,291,230,0.08531468531468533,470,336,0.18741258741258737
1701,758,257,196,0.08047493403693934,457,278,0.23614775725593667
1702,654,261,194,0.10244648318042815,427,272,0.2370030581039756
1703,752,266,185,0.10771276595744683,479,267,0.2819148936170213
1704,678,255,189,0.09734513274336282,437,284,0.2256637168141593
1705,648,237,176,0.09413580246913583,407,263,0.2222222222222222
1706,693,249,204,0.0649350649350649,449,280,0.24386724386724384
1707,814,302,230,0.08845208845208846,525,307,0.26781326781326786
1708,620,243,186,0.09193548387096773,393,279,0.1838709677419355
1709,659,227,181,0.06980273141122917,393,258,0.20485584218512898
1710,678,242,200,0.06194690265486724,410,271,0.20501474926253688
1711,690,285,214,0.10289855072463766,462,303,0.23043478260869565
1712,712,283,227,0.07865168539325845,475,311,0.23033707865168546
1713,661,267,207,0.0907715582450832,429,283,0.22087745839636913
1714,659,254,198,0.08497723823975722,440,285,0.23520485584218515
1715,666,244,200,0.06606606606606608,390,280,0.16516516516516516
1716,758,282,238,0.05804749340369397,475,334,0.18601583113456466
1717,706,256,201,0.07790368271954679,432,285,0.20821529745042494
1718,730,280,217,0.08630136986301368,478,293,0.25342465753424653
1719,710,271,228,0.060563380281690116,449,323,0.1774647887323944
1720,821,292,199,0.11327649208282584,569,305,0.3215590742996346
1721,760,284,226,0.07631578947368423,486,320,0.21842105263157896
1722,657,227,183,0.0669710806697108,417,260,0.23896499238964997
1723,615,235,183,0.08455284552845532,359,243,0.18861788617886177
1724,779,286,203,0.10654685494223365,461,303,0.20282413350449296
1725,639,238,168,0.10954616588419402,409,268,0.22065727699530518
1726,705,251,196,0.07801418439716312,443,278,0.23404255319148937
1727,682,245,168,0.11290322580645162,400,267,0.1950146627565983
1728,690,262,211,0.07391304347826089,464,274,0.27536231884057966
1729,701,267,205,0.0884450784593438,465,304,0.2296718972895863
1730,704,251,205,0.06534090909090906,426,292,0.19034090909090906
1731,636,264,215,0.07704402515723274,413,291,0.1918238993710692
1732,712,250,189,0.0856741573033708,440,267,0.2429775280898876
1733,695,266,201,0.09352517985611508,443,279,0.23597122302158274
1734,679,241,190,0.07511045655375553,416,299,0.17231222385861567
1735,764,271,202,0.09031413612565448,490,293,0.25785340314136124
1736,707,269,230,0.055162659123055124,415,297,0.16690240452616684
1737,662,230,185,0.06797583081570996,402,274,0.19335347432024175
1738,657,233,174,0.0898021308980213,401,231,0.25875190258751907
1739,655,246,213,0.05038167938931298,394,300,0.14351145038167945
1740,635,242,164,0.12283464566929136,417,232,0.2913385826771654
1741,725,263,200,0.08689655172413796,463,296,0.23034482758620684
1742,714,272,211,0.08543417366946776,444,295,0.20868347338935578
1743,654,238,177,0.09327217125382264,410,257,0.2339449541284404
1744,784,282,230,0.06632653061224486,505,327,0.22704081632653061
1745,711,274,194,0.11251758087201125,457,295,0.22784810126582278
1746,689,289,204,0.12336719883889696,444,280,0.23802612481857766
1747,694,260,185,0.10806916426512969,433,261,0.24783861671469737
1748,669,254,203,0.07623318385650224,437,286,0.22571001494768317
1749,697,252,201,0.07317073170731708,442,294,0.21233859397417504
1750,648,220,176,0.06790123456790126,403,259,0.2222222222222222
1751,673,252,215,0.054977711738484425,389,282,0.15898959881129265
1752,786,304,250,0.06870229007633588,514,336,0.22646310432569977
1753,656,263,206,0.08689024390243905,440,301,0.21189024390243905
1754,732,290,236,0.07377049180327866,469,327,0.19398907103825136
1755,772,297,228,0.0893782383419689,509,337,0.2227979274611399
1756,739,262,200,0.08389715832205685,448,271,0.23951285520974291
1757,707,271,191,0.11315417256011318,467,291,0.24893917963224899
1758,686,266,209,0.08309037900874633,451,298,0.22303206997084546
1759,691,267,178,0.1287988422575977,497,271,0.3270622286541244
1760,687,276,199,0.11208151382823872,428,276,0.2212518195050946
1761,670,242,195,0.07014925373134329,401,266,0.20149253731343286
1762,809,300,218,0.10135970333745364,542,329,0.2632880098887516
1763,793,302,205,0.12232030264817151,497,297,0.25220680958385877
1764,810,277,239,0.046913580246913555,496,335,0.19876543209876546
1765,716,276,216,0.08379888268156421,462,272,0.2653631284916201
1766,734,283,224,0.08038147138964574,440,316,0.16893732970027248
1767,625,209,181,0.04479999999999995,368,252,0.1856
1768,677,247,184,0.09305760709010336,394,272,0.1802067946824224
1769,696,264,205,0.08477011494252873,432,302,0.18678160919540232
1770,694,273,191,0.1181556195965418,402,261,0.20317002881844376
1771,705,262,189,0.10354609929078012,458,245,0.30212765957446813
1772,678,262,203,0.08702064896755163,433,292,0.20796460176991144
1773,669,273,191,0.12257100149476835,408,279,0.19282511210762332
1774,686,257,223,0.04956268221574345,427,302,0.18221574344023328
1775,778,292,222,0.08997429305912596,514,316,0.25449871465295626
1776,743,274,201,0.09825033647375508,468,303,0.22207267833109018
1777,710,271,207,0.09014084507042253,462,292,0.23943661971830987
1778,780,285,209,0.09743589743589742,486,311,0.22435897435897434
1779,771,293,240,0.06874189364461736,479,354,0.16212710765239952
1780,674,237,203,0.05044510385756673,414,273,0.20919881305637983
1781,704,273,215,0.08238636363636359,469,322,0.20880681818181812
1782,756,271,240,0.041005291005291045,486,335,0.19973544973544977
1783,723,279,219,0.08298755186721996,447,303,0.19917012448132781
1784,697,275,212,0.09038737446197992,440,292,0.21233859397417498
1785,624,242,185,0.09134615384615385,369,269,0.16025641025641024
1786,759,298,227,0.09354413702239789,495,320,0.23056653491436102
1787,732,281,216,0.08879781420765026,472,307,0.2254098360655738
1788,697,260,204,0.08034433285509329,455,273,0.26111908177905313
1789,728,286,247,0.05357142857142855,471,324,0.20192307692307698
1790,668,266,189,0.1152694610778443,438,259,0.26796407185628746
1791,668,269,234,0.05239520958083832,445,305,0.20958083832335328
1792,715,272,214,0.0811188811188811,472,309,0.22797202797202798
1793,747,288,206,0.1097724230254351,473,277,0.26238286479250333
1794,751,292,217,0.09986684420772307,481,308,0.23035952063914777
1795,673,252,175,0.11441307578008914,413,252,0.23922734026745918
1796,592,211,166,0.07601351351351349,381,241,0.23648648648648646
1797,774,269,235,0.043927648578811374,494,328,0.21447028423772607
1798,725,274,220,0.07448275862068965,433,296,0.18896551724137928
1799,683,258,212,0.06734992679355783,441,299,0.20790629575402642
1800,786,287,226,0.07760814249363868,490,303,0.23791348600508905
1801,732,263,210,0.07240437158469948,476,299,0.24180327868852453
1802,799,321,243,0.09762202753441801,529,334,0.2440550688360451
1803,715,270,212,0.0811188811188811,478,318,0.22377622377622375
1804,783,293,200,0.11877394636015326,519,291,0.29118773946360155
1805,643,224,168,0.08709175738724728,380,245,0.20995334370139973
1806,634,244,190,0.08517350157728704,401,274,0.2003154574132492
1807,674,253,184,0.10237388724035612,406,277,0.19139465875370926
1808,849,331,236,0.11189634864546527,569,312,0.3027090694935218
1809,687,248,203,0.06550218340611358,418,294,0.1804949053857351
1810,722,261,205,0.07756232686980608,441,287,0.21329639889196683
1811,661,257,198,0.08925869894099853,432,286,0.22087745839636908
1812,706,271,211,0.08498583569405099,417,304,0.16005665722379608
1813,736,279,221,0.07880434782608697,448,323,0.1698369565217392
1814,688,258,190,0.09883720930232559,454,263,0.2776162790697674
1815,721,292,201,0.1262135922330097,480,306,0.2413314840499307
1816,703,274,221,0.07539118065433859,423,302,0.1721194879089616
1817,705,274,201,0.10354609929078012,450,279,0.24255319148936172
1818,693,269,216,0.07647907647907648,426,282,0.20779220779220775
1819,667,257,194,0.09445277361319343,412,276,0.2038980509745128
1820,742,257,218,0.052560646900269514,444,324,0.16172506738544473
1821,690,265,214,0.07391304347826083,407,289,0.17101449275362318
1822,725,270,245,0.03448275862068967,470,328,0.19586206896551722
1823,717,265,211,0.07531380753138078,465,288,0.24686192468619245
1824,724,299,217,0.11325966850828728,459,302,0.21685082872928174
1825,639,252,197,0.08607198748043815,410,270,0.21909233176838816
1826,734,279,219,0.08174386920980925,472,284,0.25613079019073565
1827,691,267,196,0.10274963820549932,424,291,0.19247467438494936
1828,739,294,221,0.0987821380243572,470,303,0.2259810554803789
1829,604,209,180,0.04801324503311255,372,248,0.20529801324503316
1830,623,227,177,0.08025682182985555,390,258,0.21187800963081865
1831,678,247,206,0.060471976401179905,402,294,0.15929203539823011
1832,666,277,207,0.10510510510510512,452,287,0.24774774774774777
1833,754,284,209,0.09946949602122013,487,282,0.2718832891246684
1834,705,270,222,0.06808510638297871,425,285,0.19858156028368795
1835,778,290,173,0.15038560411311055,476,277,0.2557840616966581
1836,749,292,240,0.06942590120160214,479,334,0.19359145527369825
1837,717,271,199,0.10041841004184099,496,275,0.3082287308228731
1838,700,234,195,0.055714285714285716,414,276,0.19714285714285712
1839,628,253,186,0.106687898089172,401,288,0.1799363057324841
1840,721,293,219,0.10263522884882109,465,314,0.20943134535367552
1841,659,222,171,0.0773899848254932,403,252,0.22913505311077387
1842,678,266,200,0.09734513274336282,443,282,0.2374631268436579
1843,736,274,208,0.08967391304347827,462,288,0.2364130434782608
1844,654,253,192,0.09327217125382259,427,268,0.2431192660550459
1845,698,267,233,0.04871060171919772,439,332,0.15329512893982805
1846,758,269,234,0.04617414248021107,474,317,0.20712401055408974
1847,671,241,176,0.09687034277198209,417,264,0.22801788375558874
1848,781,274,221,0.06786171574903971,509,327,0.23303457106274006
1849,670,265,201,0.09552238805970148,404,284,0.17910447761194032
1850,707,265,226,0.05516265912305518,441,316,0.1768033946251768
1851,740,284,210,0.10000000000000003,474,298,0.23783783783783785
1852,693,264,200,0.09235209235209235,445,278,0.24098124098124096
1853,685,279,228,0.07445255474452556,423,301,0.17810218978102194
1854,701,284,209,0.10699001426533522,451,289,0.23109843081312414
1855,739,279,216,0.08525033829499323,474,313,0.21786197564276055
1856,720,264,207,0.07916666666666666,459,288,0.23749999999999993
1857,651,224,170,0.0829493087557604,412,242,0.2611367127496159
1858,691,259,212,0.06801736613603471,443,295,0.2141823444283647
1859,677,261,200,0.0901033973412112,411,300,0.16395864106351554
1860,698,251,212,0.055873925501432664,457,318,0.19914040114613185
1861,710,266,207,0.08309859154929577,453,284,0.23802816901408452
1862,634,251,195,0.08832807570977919,410,287,0.19400630914826494
1863,854,331,267,0.07494145199063229,539,362,0.20725995316159251
1864,683,271,194,0.11273792093704244,431,290,0.20644216691068812
1865,677,261,227,0.05022156573116687,432,317,0.16986706056129985
1866,719,264,195,0.09596662030598058,470,290,0.25034770514603616
1867,751,260,210,0.06657789613848203,448,295,0.203728362183755
1868,674,270,215,0.08160237388724034,435,306,0.1913946587537092
1869,722,264,197,0.09279778393351801,438,286,0.21052631578947367
1870,689,263,194,0.10014513788098689,435,275,0.23222060957910012
1871,727,268,217,0.07015130674002751,469,310,0.21870701513067398
1872,675,249,225,0.03555555555555556,431,308,0.18222222222222217
1873,660,236,176,0.09090909090909094,425,242,0.2772727272727273
1874,738,291,231,0.08130081300813008,475,311,0.2222222222222222
1875,635,251,206,0.07086614173228345,401,268,0.20944881889763783
1876,706,287,213,0.10481586402266291,464,316,0.20963172804532582
1877,707,280,240,0.05657708628005659,457,329,0.18104667609618103
1878,686,267,220,0.06851311953352768,444,315,0.18804664723032066
1879,637,246,214,0.050235478806907374,421,291,0.20408163265306123
1880,637,245,182,0.09890109890109894,425,263,0.25431711145996866
1881,662,280,235,0.06797583081570996,434,317,0.1767371601208459
1882,640,233,197,0.05625000000000002,386,282,0.16250000000000003
1883,710,274,209,0.09154929577464788,461,314,0.20704225352112676
1884,682,246,187,0.0865102639296188,429,284,0.21260997067448678
1885,702,267,210,0.08119658119658119,452,305,0.20940170940170943
