lake_id,longitude,latitude,x_epsg5070_m,y_epsg5070_m,coordinate_source_id,coordinate_crs,state,ecoregion_source,ecoregion_display,conus_bounds_valid,candidate_universe,temporal_evaluation_period_candidate_domain,temporal_evaluation_monitoring_lake_domain,has_frozen_pre2021_predictor_history,has_post2020_temporal_evaluation_chla_history,formal_event_lake,formal_event_event_count,multi_horizon_ever_selected,direct_60_day_ever_selected,policy_overlap_ever_selected,ever_selected_role
1927,-93.1823544072,45.2955443374,220863.267099628,2481871.12399639,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,MN,Upper Midwest,Upper Midwest,True,True,True,False,True,False,False,0,False,False,False,neither
192709,-81.1526723721,28.5824519997,1449648.01329643,725801.18419777,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,True,True,True,False,0,True,True,True,Shared
192818,-80.909728049,28.6501190044,1471986.85659972,736927.240895785,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,False,True,False,False,0,False,False,False,neither
1930,-94.4276281724,46.853040742,120404.591498132,2652420.54349661,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,MN,Upper Midwest,Upper Midwest,True,True,True,True,True,True,False,0,False,False,False,neither
193047,-81.526210257,28.066706783,1422110.80199857,663833.718602339,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,False,True,False,False,0,True,False,False,Multi-horizon only
193048,-81.5263152174,28.5047540353,1414756.39079976,711680.087204348,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,True,True,True,False,0,False,False,False,neither
193049,-81.4401759346,27.3928574473,1441845.3062051,591640.486297637,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,True,True,True,False,0,True,True,True,Shared
193056,-81.9777091127,26.6377195712,1401233.80200005,501380.628301587,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,False,True,False,False,0,True,True,True,Shared
19306,-95.662164869,46.9398470821,25836.738403764,2661079.51080038,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,MN,Upper Midwest,Upper Midwest,True,True,True,True,True,True,False,0,False,False,False,neither
19307,-95.7836911169,46.6258001517,16621.9081968096,2626276.20879646,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,MN,Upper Midwest,Upper Midwest,True,True,True,True,True,True,False,0,False,False,False,neither
1932,-93.8748211522,44.8153432277,167788.961799868,2427044.21170478,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,MN,Upper Midwest,Upper Midwest,True,True,True,True,True,True,True,4,True,True,True,Shared
19332,-91.6231764963,47.8578189279,329939.790501477,2770078.19550351,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,MN,Upper Midwest,Upper Midwest,True,True,True,False,True,False,False,0,False,False,False,neither
193370,-81.5319853558,27.640307332,1428685.63970485,617224.955598485,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,True,True,True,False,0,True,False,False,Multi-horizon only
193371,-81.521199097,27.762281197,1427700.01800095,630689.395695228,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,False,True,False,False,0,True,True,True,Shared
193383,-81.5201537674,28.4321320867,1416572.64119796,703835.622096969,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,True,True,True,False,0,False,False,False,neither
193386,-81.5264843867,28.4888714227,1415006.41010197,709941.753799854,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,True,True,True,False,0,False,False,False,neither
1934,-92.974494913,45.0703510878,237948.478099775,2457336.60290076,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,MN,Upper Midwest,Upper Midwest,True,True,True,True,True,True,False,0,False,False,False,neither
193419,-81.498605411,28.4948750159,1417609.93709596,711013.353696758,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,True,True,True,False,0,True,False,False,Multi-horizon only
193439,-81.4681013817,28.5003191242,1420476.97029922,712063.790103145,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,True,True,True,False,0,True,False,False,Multi-horizon only
193500,-81.4265402255,28.5365537202,1423895.65219947,716645.560703339,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,True,True,True,False,0,True,True,True,Shared
193544,-81.3615571384,28.4524986319,1431620.56009935,708437.477302229,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,True,True,True,False,0,False,False,False,neither
193545,-81.3671171978,28.5076965772,1430145.09150503,714384.510896288,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,True,True,True,False,0,True,False,False,Multi-horizon only
193546,-81.3730988296,28.5441012116,1428947.95520026,718272.491394848,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,True,True,True,False,0,True,False,False,Multi-horizon only
193547,-81.36127996,28.5354873993,1430239.58190214,717509.017402604,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,True,True,True,False,0,True,False,False,Multi-horizon only
193565,-81.3416518389,27.252071506,1453908.80499561,577807.177803088,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,True,True,True,False,0,True,True,True,Shared
193574,-81.3211963386,28.4604698717,1435400.81329517,709917.118500035,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,True,True,True,False,0,True,True,True,Shared
193647,-81.2362193359,28.3889555579,1444866.99649825,703393.652100207,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,True,True,True,False,0,True,True,True,Shared
193665,-81.1913775386,28.2781960248,1451119.77750412,691983.258099975,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,True,True,True,False,0,True,True,True,Shared
1938,-93.3410468892,45.2085178268,208698.135902194,2471838.20359591,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,MN,Upper Midwest,Upper Midwest,True,True,True,True,True,True,False,0,False,True,False,Direct 60-day 60-day only
1942,-94.4193533409,45.0667694149,124335.840299831,2454184.12310436,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,MN,Upper Midwest,Upper Midwest,True,True,True,False,True,False,False,0,False,False,False,neither
194329,-81.4937040991,26.4227526064,1452824.41269916,485275.307301821,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,True,True,True,False,0,True,False,False,Multi-horizon only
194331,-81.5514336571,28.4883413716,1412594.95480133,709512.656295277,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,True,True,True,False,0,False,False,False,neither
194332,-81.5445537163,27.8282226127,1424312.18360348,637532.377299983,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,True,True,True,False,0,False,False,False,neither
194333,-81.4875065131,28.4335446303,1419717.95060071,704477.151103368,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,True,True,True,False,0,False,False,False,neither
194334,-81.403345351,27.9334264284,1436339.79199709,651135.744395122,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,True,True,True,False,0,False,False,False,neither
194335,-81.2827286233,28.2966733574,1441925.08579986,692610.122904047,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,True,True,True,False,0,False,False,False,neither
194336,-81.2665094375,27.9095795767,1450103.70650061,650612.339398595,Candidate lake ledger,EPSG:4326-compatible longitude/latitude; CRS not embedded in Parquet,FL,Coastal Plains,Coastal Plains,True,True,True,False,True,False,False,0,True,False,False,Multi-horizon only
